cui,type,name
C0001712,chvs,Aerosols
C0003819,chvs,Arsenicals
C0004492,chvs,Azides
C0006032,chvs,Boronic Acids
C0007447,chvs,Cations
C0007448,chvs,"Cations, Divalent"
C0007449,chvs,"Cations, Monovalent"
C0012771,chvs,Disulfides
C0014020,chvs,Emulsions
C0017110,chvs,Gases
C0028125,chvs,Nitrates
C0028137,chvs,Nitrites
C0032521,chvs,Polymers
C0036140,chvs,Salts
C0038739,chvs,Sulfides
C0038762,chvs,Sulfonic Acids
C0038776,chvs,Sulfur Compounds
C0178735,chvs,macromolecule
C0243072,chvs,derivatives
C0260127,chvs,Phosphonates
C0302912,chvs,Radicals (chemistry)
C0302934,chvs,Fullerenes
C0303074,chvs,Metallic compound
C0303231,chvs,Lead compound
C0303267,chvs,Nickel compound
C0303743,chvs,Industrial product
C0376211,chvs,Stereoisomers
C0444626,chvs,Crystal Structure
C0457553,chvs,Fume
C0596040,chvs,adduct
C0596316,chvs,chemical group
C0596383,chvs,Copolymer
C0596448,chvs,dimer
C0596913,chvs,Coordination Complexes
C0596973,chvs,monomer
C0597177,chvs,Particle
C0597486,chvs,solid state
C0597488,chvs,solute
C0597635,chvs,vapor
C0599473,chvs,enantiomer
C0678518,chvs,congener
C1138408,chvs,"Nanotubes, Carbon"
C1704241,chvs,complex (molecular entity)
C1881413,chvs,Liposome Vesicle
C1979934,chvs,Multimers
C2715259,chvs,biochar
C2945751,chvs,phenyl
C3536919,chvs,Platinum Compounds
C3890228,chvs,Structural Modifier
C4288389,chvs,Plant Glycan
