cui,type,name
C0013203,biof,Drug resistance
C0024352,biof,Lysogeny
C0034525,biof,Effects of radiation
C0034851,biof,"Conditions, Recessive Genetic"
C0042765,biof,Virulence
C0086474,biof,"Integration, Provirus"
C0162404,biof,Bioluminescence
C0178849,biof,species difference
C0220781,biof,Anabolism
C0232478,biof,Ingestion
C0233367,biof,Placental function
C0242290,biof,Organogenesis
C0242735,biof,Germination
C0392673,biof,Adaptation
C0520988,biof,Resistance to infection
C0596615,biof,genetic strain
C0596824,biof,latent virus infection process
C0597345,biof,biological radiation resistance
C0599719,biof,cell immortalization
C0678661,biof,biological control
C0678771,biof,protective drug effect
C0678775,biof,delayed toxicity
C0678790,biof,dose-response relationship
C0678796,biof,additive drug interaction
C0678798,biof,Adverse drug interaction
C0678805,biof,prenatal chemical exposure
C0679688,biof,Protective Factors
C0683161,biof,dose-effect curve
C1160638,biof,Viral life cycle
C1160651,biof,receptor-mediated virion attachment to host cell
C1160685,biof,viral procapsid maturation
C1258064,biof,Therapeutic Uses
C1326870,biof,drought tolerance
C1327622,biof,Regulation of biological process
C1367886,biof,Sex determination
C1522975,biof,flower formation
C1523347,biof,liver development
C1656970,biof,entry into host
C1657244,biof,mitochondrion localization
C1659087,biof,nucleus localization
C1659461,biof,endoplasmic reticulum localization
C1660836,biof,multi-organism process
C1699206,biof,Virologic Failure
C1710276,biof,Systemic Reaction
C1721019,biof,Virus Attachment
C1721020,biof,Virus Membrane Fusion
C1817719,biof,B cell selection
C1817882,biof,Granuloma formation
C1817884,biof,immune complex clearance
C1817959,biof,tolerance induction
C1817972,biof,immune system development
C1819332,biof,lysosome localization
C1819882,biof,T cell anergy
C1820201,biof,tissue remodeling
C1820296,biof,homeostasis of number of cells
C2610588,biof,trachea development
C2754819,biof,granzyme B production
C3156318,biof,cardiovascular system development
C3157043,biof,energy homeostasis
C3269198,biof,beta-amyloid clearance
C3271407,biof,perforin production
C3537152,biof,biological signaling
C3714634,biof,Biological Processes
C3811681,biof,Callus formation
C3820740,biof,viroporin
C3821009,biof,ribosomal skipping
C3821011,biof,cap snatching
C3822293,biof,hydrogen biosynthetic process
C3853734,biof,viral process
C3894443,biof,reactive oxygen species biosynthetic process
C4235049,biof,corticogenesis
C4236819,biof,motor learning
C4277607,biof,"Immunogenicity, Vaccine"
C4330047,biof,Glucocorticoid Sensitivity
