cui,type,name
C0005479,bodm,Biomaterials
C0009361,bodm,Colloids
C0013058,bodm,Dosage Forms
C0015399,bodm,Eye Drops
C0017243,bodm,Gel
C0026647,bodm,Mouthwash
C0028912,bodm,Ointments
C0032861,bodm,Powder dose form
C0033086,bodm,Pharmaceutical Preservatives
C0036682,bodm,Sepharose 4B
C0038960,bodm,Suspensions
C0039225,bodm,Tablet Dosage Form
C0040462,bodm,Toothpaste
C0042257,bodm,Vaginal Gel
C0042444,bodm,Drug vehicle
C0060317,bodm,fiberglass
C0063083,bodm,Hydrogel
C0072988,bodm,rayon
C0078814,bodm,zirconium oxide
C0102137,bodm,alginate
C0122300,bodm,HPA-I
C0142791,bodm,Sodium alginate
C0181074,bodm,Graft material
C0183956,bodm,tissue markers
C0284447,bodm,Simulate composite resin
C0301283,bodm,Drug additive
C0304222,bodm,Drug coating
C0359626,bodm,Poultice
C0461725,bodm,Nasal Spray
C0597999,bodm,Biodegradable microsphere
C0598322,bodm,Inhalant dose form
C0600484,bodm,Hydrogels
C0872086,bodm,surface coating
C0917735,bodm,concise
C0991556,bodm,Transdermal System
C0991566,bodm,Bead Dosage Form
C0993610,bodm,Oral Pellet
C1272883,bodm,Injection
C1306043,bodm,Nasal wash
C1311893,bodm,3-(TRIETHOXYSILYL)PROPYLAMINE
C1321899,bodm,Paste
C1378128,bodm,Cream
C1512668,bodm,Immunoliposome
C1518434,bodm,Nuclear Extract
C1550094,bodm,Viral Transport medium
C1563732,bodm,Dendrimers
C1623735,bodm,Alcohol disinfectant
C1706253,bodm,Binder Excipient
C1710261,bodm,Sustained Release Dosage Form
C1720654,bodm,Oral application
C1875022,bodm,DILUENT
C1875408,bodm,IV SOLUTIONS
C1880165,bodm,Concentrate Dosage Form
C1999262,bodm,Pack
C2347385,bodm,Ocular System Dosage Form
C2981265,bodm,Lyophilized powder
C3853847,bodm,Dry Powder Inhaler
C4277727,bodm,Polyelectrolytes
