cui,type,name
C0005529,phsf,"Biological Transport, Active"
C0005775,phsf,Blood Circulation
C0005848,phsf,Blood Viscosity
C0009348,phsf,Collateral Circulation
C0014272,phsf,Energy Metabolism
C0015928,phsf,Fetal development of the mammalian embryo or fetus
C0016017,phsf,Fibrinolysis
C0018767,phsf,Hearing
C0020119,phsf,Human Development
C0020964,phsf,Immunity
C0025320,phsf,Menopause
C0026841,phsf,Muscle Tonus
C0031764,phsf,Photosynthesis
C0035203,phsf,Respiration
C0039971,phsf,Thirst
C0040480,phsf,"Musculoskeletal torsion, function"
C0042380,phsf,Vascular resistance
C0042401,phsf,Vasodilation
C0149784,phsf,biological adaptation to stress
C0162537,phsf,electric impedance
C0178490,phsf,Auditory stimulus
C0178665,phsf,glucose tolerance
C0206158,phsf,Premenopause
C0221102,phsf,Excretory function
C0231197,phsf,Physiologic tolerance
C0232896,phsf,Reproductive function
C0232916,phsf,Estrus suppression
C0233972,phsf,"Sexual excitation, function"
C0234073,phsf,Neuronal excitation
C0237866,phsf,Protein Sensitization
C0242599,phsf,Neutrophil Activation
C0242732,phsf,Tropism
C0243056,phsf,Plant Physiological Phenomena
C0243144,phsf,Uptake
C0301626,phsf,Competitive inhibition
C0301873,phsf,Immunologic reaction
C0301944,phsf,Graft acceptance
C0312550,phsf,Immune clearance
C0349389,phsf,Hopping
C0391841,phsf,Oxygen content
C0442687,phsf,Physiological action
C0442692,phsf,Reproductive process
C0442696,phsf,Waking
C0442700,phsf,End-expiration
C0443158,phsf,Brain activity
C0449430,phsf,Physiological Stress
C0456261,phsf,Pulmonary Vascular Resistance
C0489815,phsf,Deep Tendon Reflex
C0522307,phsf,Erythrocyte sequestration
C0524828,phsf,Cytoprotection
C0544570,phsf,Bactericidal activity
C0597170,phsf,paracrine
C0597666,phsf,visual tracking
C0597675,phsf,voltage gated channel
C0598282,phsf,nervous system development
C0598362,phsf,bioelectricity
C0599130,phsf,carbon fixation
C0599949,phsf,Arterial Stiffness
C0678304,phsf,cross-tolerance
C0678662,phsf,regulatory loop
C0678686,phsf,Dormancy
C0678745,phsf,drug absorption
C0678749,phsf,drug binding
C0678755,phsf,drug disposition
C0678759,phsf,drug accumulation
C0678896,phsf,Endocrine function
C0700630,phsf,Neurophysiology - biologic function
C0743925,phsf,Fetal Growth
C0751982,phsf,Neutrophil Infiltration
C0814008,phsf,drug retention
C0868946,phsf,digest
C0870882,phsf,metabolic rates
C0870935,phsf,Napping
C0871125,phsf,prepulse inhibition activity
C1135927,phsf,"Immunity, Herd"
C1258192,phsf,Total Peripheral Resistance
C1268869,phsf,Antigen-antibody interaction
C1321099,phsf,Activation function
C1326524,phsf,stomatal movement
C1326532,phsf,blastocyst formation
C1326957,phsf,extracellular structure organization
C1326960,phsf,Cholesterol Homeostasis
C1326961,phsf,glucose homeostasis
C1326962,phsf,ion homeostasis
C1328821,phsf,tissue tropism
C1328910,phsf,immune resistance
C1371848,phsf,Decreased Protein Synthesis [PE]
C1446949,phsf,Preimplantation Embryo Development
C1511613,phsf,Cytokine Signaling Process
C1511619,phsf,Cytokine Suppression
C1512179,phsf,Eicosanoid Production
C1512675,phsf,immunopotentiation
C1512827,phsf,Interferon Signaling Process
C1512835,phsf,Interferon Suppression
C1512853,phsf,Interleukin Signaling Process
C1513396,phsf,Molecular Marker Activity
C1513836,phsf,NFAT Pathway
C1514503,phsf,Prostaglandin Production
C1514892,phsf,Resistance Process
C1516004,phsf,Regulation of Antibody Titer Process
