cui,type,name
C0001185,irda,Acridine Orange
C0001771,irda,Agar
C0001933,irda,Alcian Blue
C0002620,irda,Ammonium Sulfate
C0005667,irda,Biuret
C0006215,irda,Bromcresol Green
C0006239,irda,Bromosuccinimide
C0006251,irda,Bromthymol Blue
C0006556,irda,"DNA, Complementary"
C0009742,irda,Congo Red
C0009924,irda,Contrast Media
C0010454,irda,Culture Media
C0011051,irda,DEAE-Dextran
C0012256,irda,Digitonin
C0012456,irda,Dimyristoylphosphatidylcholine
C0012893,irda,DNA Probes
C0013343,irda,Dyes
C0014448,irda,Eosine Yellowish
C0016071,irda,Ficoll
C0016184,irda,Fixatives
C0016312,irda,Fluorescamine
C0016320,irda,Fluorescent Dyes
C0016321,irda,Fluorescent Probes
C0016342,irda,Fluorochromes
C0016349,irda,Fluorogenic Substrate
C0017440,irda,Gentian Violet
C0017542,irda,Giemsa stain
C0018302,irda,Guaiac
C0018964,irda,Hematoxylin
C0021075,irda,Immunosorbents
C0021212,irda,Indicators
C0022005,irda,Iohexol
C0025729,irda,Methylcellulose
C0026381,irda,Molecular Probes
C0027941,irda,Neutral Red
C0028098,irda,Ninhydrin
C0028604,irda,Nucleic Acid Probes
C0028952,irda,Oligonucleotide Probes
C0033470,irda,Propidium Iodide
C0034759,irda,Reagent Strips
C0034760,irda,Reagents
C0035683,irda,RNA Probes
C0037638,irda,Solvents
C0038128,irda,Stains
C0038135,irda,Standard Preparations
C0039704,irda,Tetrazolium Salts
C0040380,irda,Tolonium chloride
C0041213,irda,Trypan Blue
C0044565,irda,1-palmitoyl-2-(10-(4-((trifluoromethyl)diazirinyl)phenyl)-8-oxadecanoyl)-sn-glycero-3-phosphocholine
C0045758,irda,2-(dimethylaminostyryl)-1-ethylpyridinium
C0046056,irda,Fluorodeoxyglucose F18
C0046880,irda,"3,3',5,5'-tetramethylbenzidine"
C0049832,irda,7-aminoactinomycin D
C0050505,irda,acetylcellulose
C0052325,irda,arginine 4-methyl-7-coumarylamide
C0052799,irda,Carmoisine A
C0053554,irda,bicinchoninic acid
C0056208,irda,Complementary RNA
C0056270,irda,brilliant blue G
C0056484,irda,cresyl violet
C0058494,irda,dithiobis(succinimidylpropionate)
C0062071,irda,HABA
C0063397,irda,iminodiacetic acid
C0063757,irda,iodixanol
C0066912,irda,Mucicarmine
C0067560,irda,"N-(7-(4-nitrobenzo-2-oxa-1,3-diazole))-6-aminocaproyl sphingosine"
C0071720,irda,Ponceau S
C0074343,irda,sephadex
C0076359,irda,Texas red
C0076466,irda,Thioflavin T
C0077950,irda,Uvitex 2B
C0085216,irda,Fluorescein-5-isothiocyanate
C0085414,irda,"Culture Media, Serum-Free"
C0113897,irda,digoxigenin-11-deoxyuridine triphosphate
C0125986,irda,lissamine-rhodamine-phosphatidylethanolamine
C0136127,irda,periodate-oxidized adenosine 5'-triphosphate
C0136454,irda,fluorescein isothiocyanate-phalloidin
C0138802,irda,protein AG-gold complex
C0141991,irda,sephadex G 100
C0162518,irda,"Culture Media, Conditioned"
C0164836,irda,histopaque
C0178576,irda,Cross link
C0183489,irda,Immunofluorescent stain
C0207919,irda,N-hydroxysuccinimide S-acetylthioacetate
C0246180,irda,ferrocenium
C0250829,irda,cyanine dye 5
C0251757,irda,succinimidyl carbonate
C0253711,irda,Lipofectamine
C0253754,irda,Alamar Blue
C0256984,irda,nickel nitrilotriacetic acid
C0258756,irda,cyanine dye 3
C0282157,irda,Tissue Stains
C0282358,irda,Sulfhydryl Compounds Inhibitors
C0300526,irda,Griess reagent
C0376446,irda,Reducing Agents
C0386577,irda,SYBR Green I
C0388276,irda,SYBR Green II
C0389638,irda,PicoGreen
C0440051,irda,Ziehl-Neelsen stain
C0440055,irda,Romanowsky stain
C0440102,irda,Various patch test substance
C0462885,irda,Chemical reagents
C0491962,irda,SIRIUS RED
C0492002,irda,Neutral buffered formalin
C0525025,irda,Photoaffinity Labels
C0588374,irda,Sudan black stain
C0597354,irda,radiotracer
C0599278,irda,radioligand
C0600510,irda,Expressed Sequence Tags
C0637288,irda,N-fluoresceinylphosphatidylethanolamine
C0670829,irda,"2',7'-dichlorodihydrofluorescein diacetate"
C0729204,irda,Nycodenz
C0752397,irda,"3,3'-dihexaoxycarbocyanine iodide"
C0757180,irda,4-(azidoanilido)uridine 5'-triphosphate
C0805222,irda,Background stain
C0878260,irda,Auramine O
C0878435,irda,Hoechst 33258
C0891274,irda,NiEDDA
C0893629,irda,Alexa 350
C0950261,irda,thioflavine
C0962948,irda,Alexa594
C0965324,irda,dichlorofluorescin
C0972560,irda,MOUNTING MEDIA
C0991768,irda,PRECISION LINK
C1097575,irda,dimethylmethylene blue
C1272570,irda,Test control
C1318876,irda,Silver stain
C1511881,irda,Diagnostic Reagent
C1512628,irda,Imaging Agent
C1522485,irda,Tracer
C1550078,irda,M4-RT
C1720273,irda,Agar medium
C1882529,irda,RNALater
C1960405,irda,Iodinated contrast media
C2348747,irda,Genomic Biomarker
C2740010,irda,INK
C2930749,irda,Radiographic contrast media
C2986420,irda,Carrier Oil
C2986535,irda,Primary Endpoint
C3266603,irda,Blood agar
C3272928,irda,Alexa Fluor
C3469601,irda,Eluent
C3489916,irda,Alexa Fluor 647
C3642362,irda,OptiPrep
C3812213,irda,Fetal Bovine Serum
C3889729,irda,Carbon Nanoparticle-based Formulation
C3890043,irda,Acoustic Coupling Fluid
C4044228,irda,MitoSox Red
C4078959,irda,ATTO-532
C4278267,irda,Alexa Fluor 555
C4549452,irda,Hoechst33342
