cui,type,name
C0000820,topp,Therapeutic abortion (procedure)
C0001425,topp,Adenoidectomy
C0001559,topp,Inhalation Drug Administration
C0001560,topp,"Administration, Intranasal"
C0001561,topp,"Administration, Intravaginal"
C0001562,topp,"Administration, Intravesical"
C0001563,topp,"Administration, Oral"
C0001566,topp,"Administration, Topical"
C0001632,topp,Adrenalectomy
C0001701,topp,"Exercise, Aerobic"
C0002688,topp,Amputation
C0002766,topp,Pain management
C0002769,topp,"Analgesia, Epidural"
C0002903,topp,Anesthesia procedures
C0002913,topp,Epidural Anesthesia
C0002915,topp,General Anesthesia
C0002917,topp,"Anesthesia, Inhalation"
C0002920,topp,"Anesthesia, Intravenous"
C0002921,topp,Local anesthesia
C0002928,topp,Spinal Anesthesia
C0002996,topp,"Angioplasty, Balloon"
C0002997,topp,"Angioplasty, Balloon, Coronary"
C0003281,topp,Anticoagulation Therapy
C0003424,topp,Antisepsis
C0003611,topp,Appendectomy
C0003893,topp,Arthroplasty
C0004704,topp,Balloon Dilatation
C0004708,topp,Balloon Valvuloplasty
C0004764,topp,"Contraception, Barrier"
C0004910,topp,Bed rest
C0004933,topp,Behavior Therapy
C0005427,topp,Biliary Tract Surgical Procedures
C0005435,topp,Biliopancreatic Diversion
C0005491,topp,Biofeedback
C0005527,topp,Biological Response Modifier Therapy
C0005698,topp,Blade Implantation
C0005841,topp,Blood Transfusion
C0005842,topp,"Blood Transfusion, Autologous"
C0005857,topp,Bloodletting
C0005961,topp,Bone Marrow Transplantation
C0006042,topp,Bottle feeding
C0006098,topp,Brachytherapy
C0007202,topp,Cardiopulmonary Bypass
C0007203,topp,Cardiopulmonary Resuscitation
C0007344,topp,Castration
C0007389,topp,Cataract Extraction
C0007430,topp,Catheterization
C0007431,topp,Arterial catheterization
C0007435,topp,"Catheterization, Central Venous"
C0007876,topp,Cesarean section
C0008320,topp,Cholecystectomy procedure
C0008819,topp,Male Circumcision
C0008971,topp,Clinical Protocols
C0009244,topp,Cognitive Therapy
C0009274,topp,Colectomy
C0009429,topp,Combined Modality Therapy
C0009813,topp,Constriction procedure
C0010042,topp,Keratoplasty
C0010055,topp,Coronary Artery Bypass Surgery
C0010280,topp,Craniotomy
C0010332,topp,Crisis Intervention
C0010408,topp,Cryosurgery
C0010468,topp,Curettage procedure
C0010651,topp,Cystectomy
C0010705,topp,Cystostomy
C0011079,topp,Debridement
