cui,type,name
C0001551,imft,Immunologic Adjuvants
C0001697,imft,Aeroallergen
C0001804,imft,Agglutinins
C0002092,imft,Allergens
C0002131,imft,Alloantigens
C0003251,imft,"Antibodies, Neoplasm"
C0003316,imft,Epitopes
C0003321,imft,"Antigens, Bacterial"
C0003324,imft,Differentiation Antigens
C0003333,imft,"Antigens, Heterophile"
C0003335,imft,"Antigens, Neoplasm"
C0003339,imft,Surface Antigens
C0003341,imft,"Antigens, Tumor-Associated, Carbohydrate"
C0003342,imft,"Antigens, Viral"
C0003372,imft,Antilymphocyte Serum
C0003445,imft,Antitoxins
C0004359,imft,Autoantigens
C0004632,imft,Bacterial Vaccines
C0004886,imft,BCG Vaccine
C0005457,imft,"Binding Sites, Antibody"
C0005804,imft,Blood Group Antigens
C0006610,imft,CA-125 Antigen
C0006613,imft,CA-19-9 Antigen
C0008014,imft,"Chemotactic Factors, Eosinophil"
C0008015,imft,Macrophage Chemotactic Factors
C0008359,imft,Cholera Vaccine
C0008897,imft,Human Class I Antigens
C0012551,imft,"diphtheria toxoid vaccine, inactivated"
C0012559,imft,Diphtheria-Tetanus-Pertussis Vaccine
C0016712,imft,Freund's Adjuvant
C0018593,imft,Haptens
C0018911,imft,"Hemagglutinins, Viral"
C0019164,imft,Hepatitis B Antibodies
C0019165,imft,Hepatitis B Antigens
C0019166,imft,Hepatitis B Core Antigen
C0019167,imft,Hepatitis B e Antigens
C0019168,imft,Hepatitis B Surface Antigens
C0019628,imft,Histocompatibility Antigens
C0019728,imft,HLA-A Antigens
C0019737,imft,HLA-B Antigens
C0019740,imft,HLA-B27 Antigen
C0020095,imft,HTLV-I Antibodies
C0021009,imft,Immunoglobulin Fragments
C0021054,imft,Immunologic Factors
C0021084,imft,Immunotoxins
C0021403,imft,Influenza virus vaccine
C0021742,imft,Interferon Inducers
C0022144,imft,Isoantibodies
C0023158,imft,Lymphocyte antigen
C0023767,imft,Lipid A
C0025010,imft,Measles Vaccine
C0026484,imft,Monokines
C0026782,imft,Mumps Vaccine
C0031237,imft,Pertussis Vaccine
C0032172,imft,Platelet Activating Factor
C0032374,imft,Poliovirus Vaccines
C0032375,imft,Oral Poliovirus Vaccine
C0032595,imft,"Polysaccharides, Bacterial"
C0034131,imft,Purified Protein Derivative of Tuberculin
C0034496,imft,Rabies Vaccines
C0037355,imft,Smallpox Vaccine
C0038168,imft,Staphylococcal Vaccines
C0039620,imft,Tetanus Vaccine
C0040555,imft,Toxoids
C0041289,imft,Tuberculin
C0041305,imft,Tuberculosis Vaccines
C0041360,imft,Tumor Antibodies
C0041361,imft,Tumor Antigens
C0041469,imft,"Vaccines, Typhoid"
C0042210,imft,Vaccines
C0042211,imft,"Vaccines, Attenuated"
C0042212,imft,"Vaccines, Inactivated"
C0042742,imft,Viral Vaccines
C0042771,imft,Virus inhibitors
C0051967,imft,anti-c antibody
C0054145,imft,Broncho-Vaxom
C0054968,imft,CD7 Antigens
C0056548,imft,cryptdin
C0057317,imft,Hepatitis delta Antigens
C0059586,imft,Escherichia coli Vaccines
C0061338,imft,globotriaosylceramide
C0062083,imft,Haemophilus influenzae type b-polysaccharide vaccine-diphtheria toxoid conjugate
C0062086,imft,Haemophilus influenzae type b polysaccharide vaccine
C0062527,imft,Hepatitis B Surface Antigen Vaccine
C0065828,imft,Measles-Mumps-Rubella Vaccine
C0065829,imft,"measles, mumps, rubella, varicella vaccine"
C0069115,imft,"Antigens, Nuclear"
C0069180,imft,O Antigens
C0071315,imft,Pneumovax
C0076533,imft,Thomsen-Friedenreich antibodies
C0076765,imft,Tn antigen
C0078048,imft,Chickenpox Vaccine
C0078968,imft,"Antigens, Immunodominant"
C0079600,imft,Immunodominant Epitopes
C0080188,imft,"Antigens, CD15"
C0083193,imft,larifan
C0085355,imft,Human Platelet Antigens
