cui,type,name
C0000726,blor,Abdomen
C0003086,blor,Ankle
C0004454,blor,Axilla
C0004600,blor,Back
C0005898,blor,Body Regions
C0006497,blor,Buttocks
C0007966,blor,Cheek structure
C0008114,blor,Chin
C0013769,blor,Elbow
C0015450,blor,Face
C0016129,blor,Fingers
C0016536,blor,Forearm
C0016540,blor,Forehead
C0016555,blor,Forelimb
C0018246,blor,Inguinal region
C0018670,blor,Head
C0018870,blor,Heel
C0019552,blor,Hip structure
C0020629,blor,hypopharynx
C0022742,blor,Knee
C0023216,blor,Lower Extremity
C0023759,blor,Lip structure
C0024090,blor,Lumbar Region
C0025066,blor,Mediastinum
C0025474,blor,Mesentery
C0027530,blor,Neck
C0030797,blor,Pelvis
C0031066,blor,Anogenital region
C0036033,blor,Sacral Region
C0036270,blor,Scalp structure
C0039866,blor,Thigh structure
C0043262,blor,Wrist
C0085282,blor,Meridians
C0149543,blor,Base of skull structure
C0175354,blor,Pretectal region
C0178802,blor,Pleural cavity
C0205054,blor,Hepatic
C0205097,blor,Caudal
C0222679,blor,Structure of articular surface of bone
C0225425,blor,Internal nose structure
C0225593,blor,Bifurcation of trachea
C0225701,blor,Structure of hilum of lung
C0225705,blor,Bronchopulmonary segment
C0225759,blor,Lung field
C0225808,blor,Right side of heart
C0225809,blor,Left side of heart
C0226946,blor,Apex of tongue
C0227327,blor,Distal part of ileum
C0229092,blor,Structure of posterior pole of eye
C0229197,blor,Retinal fold (finding)
C0229247,blor,Medial canthus
C0229881,blor,Tonsillar fossa
C0230003,blor,Vertex
C0230007,blor,Temporal region
C0230028,blor,Oral region
C0230065,blor,Structure of retroorbital region
C0230069,blor,Anterior portion of neck
C0230086,blor,Posterior midline of trunk
C0230127,blor,Right thorax structure
C0230132,blor,Anterior chest wall structure
C0230147,blor,Superior mediastinum
C0230148,blor,Anterior mediastinum
C0230166,blor,Lower abdomen
C0230168,blor,Abdominal Cavity
C0230171,blor,Flank (surface region)
C0230195,blor,Linea alba
C0230338,blor,Structure of left axillary region
C0230373,blor,Palmar surface
C0230374,blor,Thenar eminence
C0230435,blor,Popliteal region
C0230444,blor,Shin
