cui,type,name
C0004746,prog,Barefoot Doctors
C0009467,prog,Community Health Workers
C0017319,prog,General Practitioners
C0018724,prog,Health Personnel
C0019949,prog,Hospital Administrators
C0025053,prog,medex
C0033131,prog,Primary Care Physicians
C0033872,prog,Psychiatrist
C0033908,prog,Psychologist
C0085546,prog,Ethics Committees
C0086050,prog,Consensus Workshops
C0086516,prog,Laboratory Scientists
C0086911,prog,"Ethics Committees, Research"
C0150646,prog,Interpreter
C0175906,prog,Cardiologists
C0237412,prog,Psychologist - Clinical
C0260095,prog,Parasitologist
C0260115,prog,Periodontists
C0278598,prog,Hematologist
C0278602,prog,Internist
C0334866,prog,Medical pathologist
C0334886,prog,Specialized physician
C0334893,prog,Otorhinolaryngologist
C0334894,prog,Public health physician
C0334896,prog,Clinical immunologist
C0334975,prog,Auditor
C0335073,prog,Orchestrator
C0401935,prog,Social scientist
C0401971,prog,Consultant physician
C0401999,prog,Practice nurse
C0402003,prog,Community Pharmacists
C0402143,prog,Natural scientist
C0403151,prog,Loader
C0557520,prog,Triage nurse
C0557526,prog,Infection control nurse
C0557529,prog,Oncology nurse
C0558468,prog,Intelligence officer
C0586859,prog,Pulmonologists
C0586873,prog,Infectious disease specialist
C0682233,prog,elected official
C0682238,prog,prosecutor
C0809762,prog,Abstractor
C0949757,prog,Clinical Trials Data Monitoring Committees
C1552363,prog,Radiologic Technologist - Radiography
C1709698,prog,Program Director
C1710220,prog,Study Coordinator
C2348234,prog,Specialist Physician
C2700368,prog,Adjudication Committee
C3494259,prog,Co-Inventors
C3536818,prog,Dietitian
C4036465,prog,UAP
C4280018,prog,Hepatologists
C4302937,prog,Tropical medicine specialist
