cui,type,name
C0004793,nusq,Base Sequence
C0009802,nusq,Conserved Sequence
C0012591,nusq,Direct Repeat
C0079160,nusq,Consensus Sequence
C0080089,nusq,Reading Frames (Nucleotide Sequence)
C0086908,nusq,Repetitive Region
C0162326,nusq,DNA Sequence
C0162327,nusq,RNA Sequence
C0314642,nusq,Regulatory sequence
C0600441,nusq,SL1 Sequence
C0600442,nusq,SL2 Sequence
C0600446,nusq,Trans-Spliced Leader Sequences
C0600477,nusq,Short Interspersed Nucleotide Elements
C0677504,nusq,Chromosome Fragile Sites
C0752046,nusq,Single Nucleotide Polymorphism
C0796371,nusq,BAT loci
C0796477,nusq,Chromosome 3 Short Arm
C1135882,nusq,Integrons
C1213645,nusq,Betasatellites
C1258072,nusq,"DNA, Cruciform"
C1327810,nusq,Chromosome 1 Short Arm
C1481733,nusq,other sequences
C1511518,nusq,Copy Number Polymorphism
C1512575,nusq,Hypoxia-Responsive Elements
C1512886,nusq,Internal Ribosome Entry Sites
C1515496,nusq,9p13
C1515502,nusq,9p21.3
C1516561,nusq,Cis-Acting Sequence
C1517336,nusq,G-Quadruplexes
C1517938,nusq,Long Interspersed Elements
C1518453,nusq,Nucleolar Organizer Region
C1519302,nusq,Short Tandem Repeat
C1519818,nusq,Upstream Enhancer
C1520175,nusq,Xp22
C1520176,nusq,Xp22.1
C1520182,nusq,Xq13
C1520186,nusq,Xq22
C1520200,nusq,Xq28
C1520273,nusq,10q21
C1520361,nusq,11p13
C1520364,nusq,11p15
C1520373,nusq,11p15.5
C1520385,nusq,11q13.3
C1520406,nusq,11q24
C1520591,nusq,14q24
C1520605,nusq,14q32.33
C1520622,nusq,15q
C1520755,nusq,17q
C1520768,nusq,17q21
C1520855,nusq,19q13
C1520866,nusq,19q13.4
C1520996,nusq,1q23
C1521014,nusq,1q42
C1521048,nusq,20q
C1521061,nusq,20q13
C1521104,nusq,22q11.2
C1521169,nusq,2p11
C1521183,nusq,2p21
C1521212,nusq,2q23
C1521234,nusq,2q37
C1521399,nusq,4q25
C1521460,nusq,5p15.33
C1521528,nusq,Chromosome 6 Short Arm
C1521650,nusq,7q31.1
C1705686,nusq,DNA Sequence - Cloning Site
C1708690,nusq,Let-7
C1710091,nusq,Intergenic SNP
C1710092,nusq,Intronic SNP
C1720837,nusq,Alternative Splice Sites
C1720838,nusq,Cryptic Splice Sites
C1882939,nusq,Restriction Enzyme Cleavage Site
C1882940,nusq,Restriction Site
C1883633,nusq,3' Region
C1883644,nusq,5' Region
C1956090,nusq,"G-Quadruplexes, DNA"
C1956091,nusq,"G-Quadruplexes, RNA"
C1956092,nusq,Guanine-Tetrads
C1956148,nusq,Amber Stop Codon
C1956149,nusq,Ochre Stop Codon
C1956150,nusq,Opal Stop Codon
C2329837,nusq,Regulatory DNA sequence
C2347112,nusq,Methylation Site
C2985510,nusq,Tagging SNP
C2986382,nusq,VARIANT OF UNKNOWN SIGNIFICANCE
C3178796,nusq,Nucleotide Motifs
C3178797,nusq,RNA Motifs
C3178798,nusq,DNA Motifs
C3178810,nusq,Transcriptome
C3841338,nusq,S85
C3841342,nusq,S184
C3845241,nusq,I80
C3845251,nusq,M180
C3845252,nusq,L180
C4086445,nusq,High Occupancy Target Region
C4331373,nusq,TNF Repeat
