cui,type,name
C0016145,tmco,First Birth
C0016884,tmco,Future
C0018517,tmco,Half-Life
C0021798,tmco,Interphase
C0032946,tmco,Predisposing Factors
C0034746,tmco,Reaction Time
C0036497,tmco,Seasons
C0040225,tmco,Time Factors
C0086839,tmco,Postpartum Period
C0205087,tmco,Late
C0205178,tmco,acute
C0205212,tmco,High frequency
C0205265,tmco,Initially
C0205286,tmco,Mature
C0205390,tmco,Phase
C0205420,tmco,Concurrent
C0232484,tmco,Gastrointestinal transit time
C0237477,tmco,Arrested progression
C0238715,tmco,Autumn
C0241301,tmco,summer
C0241737,tmco,winter
C0332152,tmco,Before
C0332173,tmco,Daily
C0332174,tmco,Weekly
C0332177,tmco,Monthly (qualifier value)
C0332181,tmco,Annual
C0332186,tmco,Definite time
C0332239,tmco,Young
C0439227,tmco,Hour
C0439228,tmco,day
C0439230,tmco,week
C0439231,tmco,month
C0439232,tmco,Minute of time
C0439234,tmco,year
C0439531,tmco,per period (qualifier value)
C0439557,tmco,Acute phase
C0439580,tmco,Synchronous
C0439584,tmco,24 hour time frame
C0439586,tmco,48 hour time frame
C0439603,tmco,Frequencies (time pattern)
C0439633,tmco,New infection
C0439659,tmco,Beginning
C0443252,tmco,Long-term
C0443303,tmco,short-term
C0445177,tmco,Post-radiation
C0449238,tmco,Duration (temporal concept)
C0449243,tmco,Timing
C0449247,tmco,Time course
C0449249,tmco,Growth rate
C0449259,tmco,Clinical course
C0449261,tmco,Reversibility
C0456693,tmco,per 30 minutes
C0456695,tmco,/12h
C0457385,tmco,seconds
C0457453,tmco,On admission
C0521114,tmco,Infrequent
C0556985,tmco,Twice weekly
C0580836,tmco,Old
C0678608,tmco,reaction rate
C0680191,tmco,holiday weekend
C0680199,tmco,vacation
C0681686,tmco,geographic distribution
C0683922,tmco,seasonality
C0687676,tmco,Post
C0702093,tmco,Per Minute
C0750729,tmco,Course
C0871269,tmco,Rhythm
C0871939,tmco,time series
C0872291,tmco,Time Interval
C1272706,tmco,Interval
C1279919,tmco,Early
C1279941,tmco,Late stage
C1292423,tmco,72 Hours
C1292426,tmco,4 Hours
C1292428,tmco,6 Hours
C1292429,tmco,8 Hours
C1442447,tmco,15 Minutes
C1442455,tmco,2 Days
C1442456,tmco,2 Months
C1442457,tmco,2 Weeks
C1442461,tmco,3 Months
C1442462,tmco,3 Weeks
C1442464,tmco,48 Hours
C1442466,tmco,5 Days
C1442880,tmco,Point in time
C1510829,tmco,Age-Years
C1511572,tmco,event cycle
C1521798,tmco,trend
C1546922,tmco,Additional information
C1547085,tmco,7 days
C1550177,tmco,Real Time
C1948053,tmco,Period (temporal qualifier)
C2348792,tmco,Timepoint
C2709088,tmco,post treatment
C2709094,tmco,pre treatment
C2745955,tmco,Occurrence
C2986586,tmco,Median Survival Time
C3844320,tmco,One day
C3854260,tmco,Advance
C4028326,tmco,30 days
C4071834,tmco,5D
C4082109,tmco,Three weeks
C4082118,tmco,Two weeks
C4082119,tmco,Three months
C4484002,tmco,Influenza season
