cui,type,name
C0000097,hops,"1-Methyl-4-phenyl-1,2,3,6-tetrahydropyridine"
C0000098,hops,1-Methyl-4-phenylpyridinium
C0000103,hops,1-Naphthylisothiocyanate
C0000610,hops,6-Aminonicotinamide
C0000677,hops,"9,10-Dimethyl-1,2-benzanthracene"
C0001869,hops,Air Pollutants
C0001963,hops,Methanol
C0002073,hops,Alkylating Agents
C0002157,hops,Allylamine
C0002246,hops,alpha-Bungarotoxin
C0002583,hops,Aminopterin
C0002584,hops,Aminopyridine
C0003036,hops,Aniline
C0003947,hops,Asbestos
C0004237,hops,Atrazine
C0004380,hops,Vehicle Emissions
C0004519,hops,Azoxymethane
C0005009,hops,Benomyl
C0005036,hops,Benzene
C0005047,hops,Benzidine
C0005052,hops,Benzo(a)pyrene
C0006628,hops,Cacodylic Acid
C0006886,hops,Cantharidin
C0007018,hops,Carbon Monoxide
C0007022,hops,Carbon Tetrachloride
C0007053,hops,Carboxin
C0007090,hops,Carcinogens
C0007091,hops,"Carcinogens, Environmental"
C0007468,hops,Caustics
C0007991,hops,Chemical Warfare Agents
C0008163,hops,Chlorambucil
C0008238,hops,Chloroform
C0008904,hops,Clastogens
C0009170,hops,Cocaine
C0009950,hops,Convulsants
C0010372,hops,Croton Oil
C0010711,hops,Cytarabine
C0010821,hops,Cytolysins
C0011038,hops,Dichlorodiphenyl Dichloroethylene
C0011041,hops,DDT (Insecticide)
C0011684,hops,Designer Drugs
C0011892,hops,Heroin
C0011969,hops,Dianisidine
C0012087,hops,Dichlorvos
C0012141,hops,Dieldrin
C0012151,hops,Diesel Exhaust
C0012200,hops,Diethylnitrosamine
C0012411,hops,p-Dimethylaminoazobenzene
C0012431,hops,Dimethylnitrosamine
C0012501,hops,Dioxanes
C0012503,hops,Dioxins
C0013328,hops,Chlorpyrifos
C0014264,hops,Endotoxins
C0014372,hops,Enterotoxins
C0014486,hops,Epichlorohydrin
C0014969,hops,Ethane
C0015083,hops,ethylene glycol
C0015097,hops,Ethylenethiourea
C0015268,hops,Exfoliative Toxins
C0015309,hops,Exotoxins
C0015919,hops,Fertilizers
C0016564,hops,Formaldehyde
C0018096,hops,Gossypol
C0018626,hops,Hazardous Substances
C0019126,hops,Hempa
C0019236,hops,Herbicides
C0020282,hops,Hydrogen Sulfide
C0021572,hops,Insect Repellents
C0021576,hops,Insecticides
C0022108,hops,Irritants
C0022181,hops,Isoflurophate
C0024334,hops,Lysergic Acid Diethylamide
C0024705,hops,Maneb
C0024813,hops,Marine Toxins
C0025033,hops,Mechlorethamine
C0025417,hops,Mercuric chloride
C0025611,hops,Methamphetamine
C0025706,hops,Methyl Methanesulfonate
C0025800,hops,Methylnitronitrosoguanidine
C0026392,hops,Molluscacides
C0026874,hops,Mustard Gas
C0026879,hops,Mutagens
C0027415,hops,Narcotics
C0027934,hops,Neurotoxins
C0028017,hops,Niclosamide
C0028040,hops,Nicotine
C0028160,hops,Nitrogen Dioxide
C0028470,hops,Noxae
C0029385,hops,Osmium Tetroxide
C0030009,hops,"Oxidants, Photochemical"
C0030480,hops,Paraoxon
C0030493,hops,Paraquat
C0031251,hops,Pesticide Residues
C0031253,hops,Pesticides
C0031404,hops,Phenformin
C0031586,hops,Phorbol Esters
C0032086,hops,Phytotoxin
C0032346,hops,Poisons
C0032447,hops,Polychlorinated Biphenyls
C0032829,hops,Potassium Dichromate
C0033472,hops,Propiolactone
C0034243,hops,Pyrenes
C0034303,hops,Pyrogallol
C0035805,hops,Rodenticides
C0035871,hops,Rotenone
C0036233,hops,Sarin
C0037136,hops,Simazine
C0037366,hops,Smoke
C0037517,hops,Sodium Hydroxide
C0037532,hops,Sodium Nitrite
C0038777,hops,Sulfur Dioxide
C0039185,hops,T-2 Toxin
C0039536,hops,Teratogens
C0039635,hops,Tetrachlorodibenzodioxin
C0039637,hops,Tetrachloroethylene
C0039654,hops,Tetradecanoylphorbol Acetate
C0039694,hops,Tetranitromethane
C0039736,hops,Thalidomide
C0039871,hops,Thiotepa
C0039872,hops,Thioacetamide
C0040329,hops,Tobacco
C0040538,hops,"Toxic Substances, Environmental"
C0041070,hops,Trinitrotoluene
C0041370,hops,Tumor Promoters
C0042684,hops,vinyl chloride
C0043031,hops,Warfarin
C0043454,hops,Zearalenone
C0043796,hops,"1,2-diaminobenzene"
C0044508,hops,1-nitropyrene
C0045622,hops,"2,6-dinitrotoluene"
C0045811,hops,"2-amino-1-methyl-6-phenylimidazo(4,5-b)pyridine"
C0045878,hops,2-aminodiphenyl
C0045907,hops,2-anthramine
C0045968,hops,2-butenal
C0048243,hops,4-dichlorobenzene
C0048581,hops,4-nitrophenol
C0050513,hops,acetylenedicarboxylic acid dimethyl ester
C0050587,hops,Acrylamide
C0051151,hops,cyanobacterial toxin
C0052413,hops,arsenic acid
C0052972,hops,barium chloride
C0053256,hops,benzoyl chloride
C0053800,hops,bisphenol A
C0054027,hops,brass
C0054088,hops,bromadiolone
C0054095,hops,bromfenacoum
C0054282,hops,butyl phosphorotrithioate
C0054410,hops,cadmium acetate
C0054412,hops,Cadmium chloride
C0054471,hops,calcium hypochlorite
C0055429,hops,chlorophacinone
C0055667,hops,Chrysotile
C0056067,hops,coelenterazine
C0056582,hops,Cucurbitacins
C0057233,hops,decamethrin
C0057445,hops,deoxynivalenol
C0057454,hops,deoxypodophyllotoxin
C0057978,hops,difenacoum
C0058217,hops,dimethyl ether
C0058229,hops,dimethyl sulfate
C0059291,hops,"endotoxin, Escherichia coli"
C0059394,hops,"enterotoxin, Clostridium"
C0060495,hops,flumethrin
C0060836,hops,fumonisin B1
C0061764,hops,glyphosate
C0062144,hops,"1,2,3,4,9,9-hexachloro-exo-5,6-epoxy-1,4,4a,5,6, 7,8,8a-octahydro-1,4-methanonaphthalene"
C0063385,hops,imidazole-4-acetic acid
C0065555,hops,Malachite green
C0065632,hops,mancozeb
C0065839,hops,mecarzole
C0066256,hops,methyl isocyanate
C0066400,hops,Methyl mercaptan
C0068008,hops,hexane
C0068407,hops,naphtha
C0068808,hops,Nitric Acid
C0068883,hops,nivalenol
C0069299,hops,ochratoxin A
C0069389,hops,Okadaic Acid
C0070079,hops,parasicyonis toxin
C0070455,hops,Permethrin
C0070689,hops,Phenylmercuric Chloride
C0070813,hops,phosphine
C0074447,hops,Shiga Toxin
C0074448,hops,Shiga Toxin 1
C0074449,hops,Shiga Toxin 2
C0074721,hops,Sodium Azide
C0074765,hops,sodium selenate
C0075821,hops,tartaric acid
C0076374,hops,Thapsigargin
C0077096,hops,triethylamine
C0077151,hops,trimellitic anhydride
C0079015,hops,Benzethonium Chloride
C0079021,hops,Biohazardous Substance
C0079483,hops,health hazards
C0085180,hops,Aflatoxin B1
C0085241,hops,Monocrotaline
C0085754,hops,Aflatoxin B
C0086023,hops,Clostridial Neurotoxin
C0103091,hops,Ammonium sulfamate
C0115471,hops,Ecstasy - drug
C0116567,hops,"pydrin, (S-(R*,R*))-isomer"
C0117028,hops,EXD
C0125323,hops,lasso
C0140858,hops,Roundup
C0142822,hops,Sodium chlorite
C0148323,hops,Shiga Toxins
C0164843,hops,cyclohexyl methylphosphonofluoridate
C0168430,hops,chromium hexavalent ion
C0178629,hops,exhaust
C0202474,hops,Strychnine
C0205976,hops,Tolylene Diisocyanate
C0214184,hops,hard metal
C0218499,hops,imidacloprid
C0239059,hops,Cigarette smoke (substance)
C0242402,hops,Opioids
C0244602,hops,hypoglycin
C0260049,hops,Neurotoxic agents
C0282065,hops,Automobile Exhaust
C0282083,hops,Cacodylate
C0282108,hops,Cocaine Hydrochloride
C0302339,hops,Systemic poison
C0303928,hops,Acaricides
C0304076,hops,Nephrotoxic mycotoxin
C0304082,hops,Fumonisins
C0376196,hops,Opiates
C0392419,hops,Industrial fungicide
C0439994,hops,Tobacco smoke
C0444414,hops,Biocides
C0444622,hops,Toxin production
C0521884,hops,Bacterial enterotoxin
C0544309,hops,repellent
C0597329,hops,Pyrethroids
C0599786,hops,pollutant
C0599787,hops,toxicant
C0600434,hops,Peroxisome Proliferators
C0602375,hops,"NK 2 (2,4-dichlorophenoxy)acetic acid, (4-hydroxy-3-nitrophenyl)methyl ester)"
C0663332,hops,Scourge
C0729417,hops,Mosquito repellant
C0813971,hops,Environmental Tobacco Smoke
