cui,type,name
C0001216,celc,Acrosome
C0004461,celc,Axon
C0007592,celc,Cell Extracts
C0007603,celc,Plasma membrane
C0007609,celc,Cell Nucleolus
C0007610,celc,Cell Nucleus
C0007623,celc,Cell Wall
C0007625,celc,Cell-Free System
C0007637,celc,Inclusion Bodies
C0007709,celc,Centromere
C0008266,celc,Chloroplasts
C0008545,celc,Chromatids
C0008641,celc,"Chromosomes, Bacterial"
C0008643,celc,"Chromosomes, Human"
C0008651,celc,"Chromosomes, Human, Pair 1"
C0008652,celc,"Chromosomes, Human, Pair 10"
C0008653,celc,"Chromosomes, Human, Pair 11"
C0008654,celc,"Chromosomes, Human, Pair 12"
C0008655,celc,"Chromosomes, Human, Pair 13"
C0008656,celc,"Chromosomes, Human, Pair 14"
C0008657,celc,"Chromosomes, Human, Pair 15"
C0008658,celc,"Chromosomes, Human, Pair 16"
C0008659,celc,"Chromosomes, Human, Pair 17"
C0008660,celc,"Chromosomes, Human, Pair 18"
C0008661,celc,"Chromosomes, Human, Pair 19"
C0008662,celc,"Chromosomes, Human, Pair 2"
C0008663,celc,"Chromosomes, Human, Pair 20"
C0008664,celc,"Chromosomes, Human, Pair 21"
C0008666,celc,"Chromosomes, Human, Pair 3"
C0008667,celc,"Chromosomes, Human, Pair 4"
C0008668,celc,"Chromosomes, Human, Pair 5"
C0008669,celc,"Chromosomes, Human, Pair 6"
C0008670,celc,"Chromosomes, Human, Pair 7"
C0008671,celc,"Chromosomes, Human, Pair 8"
C0008672,celc,"Chromosomes, Human, Pair 9"
C0008778,celc,Cilia
C0010834,celc,Cytoplasm
C0010836,celc,Cytoplasmic granulation
C0010837,celc,Cytoplasmic Granules
C0010851,celc,Cytoskeletal Filaments
C0010853,celc,Cytoskeleton
C0011305,celc,Dendrites
C0011703,celc,Desmosome
C0014239,celc,Endoplasmic Reticulum
C0014776,celc,Red Cell Ghost
C0014780,celc,Erythrocyte Membrane
C0016192,celc,Flagella
C0018042,celc,Golgi Apparatus
C0019397,celc,Heterochromatin
C0021158,celc,"Inclusion Bodies, Viral"
C0021770,celc,Intermediate Filaments
C0021868,celc,Intracellular Membranes
C0023768,celc,Lipid Bilayers
C0024369,celc,Lysosomes
C0025213,celc,Melanosomes
C0025979,celc,Microfilaments
C0026029,celc,Microsomes
C0026030,celc,"Microsomes, Liver"
C0026046,celc,Microtubules
C0026049,celc,Microvilli
C0026237,celc,Mitochondria
C0026239,celc,"Mitochondria, Liver"
C0026258,celc,Mitotic Spindle Apparatus
C0026973,celc,Myelin Sheath
C0027075,celc,Myofibrils
C0027747,celc,Nerve Endings
C0027749,celc,Nerve Fibers
C0027834,celc,Neurofilaments
C0028581,celc,Nuclear Matrix
C0028584,celc,Nuclear Envelope
C0028587,celc,Nuclear Pore
C0029219,celc,Organelles
C0031309,celc,Phagolysosomes
C0031310,celc,Phagosomes
C0031526,celc,Philadelphia Chromosome
C0031921,celc,Bacterial Fimbria
C0032592,celc,Polyribosomes
C0033827,celc,Pseudopodia
C0034850,celc,Endosomes
C0035553,celc,Ribosomes
C0036208,celc,Sarcolemma
C0036225,celc,Sarcomeres
C0036226,celc,Sarcoplasmic Reticulum
C0036867,celc,Sex Chromatin
C0037844,celc,Sperm Head
C0037851,celc,Sperm Tail
C0038528,celc,Subcellular Fractions
C0039063,celc,Synaptic Membranes
C0039065,celc,Synaptic Vesicles
C0039067,celc,Synaptosomes
C0042219,celc,Vacuole
C0042760,celc,Virion
C0043292,celc,X Chromosome
C0043381,celc,Y Chromosome
C0043519,celc,Zona Pellucida
C0059882,celc,Euchromatin
C0061622,celc,Glycocalyx
C0085103,celc,Neurites
C0085187,celc,telomere
C0085200,celc,Lewy Bodies
C0085872,celc,Basal lamina
C0162771,celc,Spliceosomes
C0175996,celc,Protoplasm
C0178523,celc,brush border membrane
