cui,type,name
C0000786,dsyn,Spontaneous abortion
C0000809,dsyn,"Abortion, Habitual"
C0000817,dsyn,"Abortion, Septic"
C0000821,dsyn,Threatened abortion
C0000832,dsyn,Abruptio Placentae
C0001125,dsyn,"Acidosis, Lactic"
C0001126,dsyn,Renal tubular acidosis
C0001127,dsyn,"Acidosis, Respiratory"
C0001139,dsyn,Acinetobacter Infections
C0001144,dsyn,Acne Vulgaris
C0001175,dsyn,Acquired Immunodeficiency Syndrome
C0001206,dsyn,Acromegaly
C0001247,dsyn,Actinobacillosis
C0001249,dsyn,Actinobacillus Infections
C0001261,dsyn,Actinomycosis
C0001311,dsyn,Acute bronchiolitis
C0001314,dsyn,Acute Disease
C0001327,dsyn,Acute laryngitis
C0001339,dsyn,Acute pancreatitis
C0001344,dsyn,Acute pharyngitis
C0001360,dsyn,Acute thyroiditis
C0001361,dsyn,Acute tonsillitis
C0001363,dsyn,Acute vascular insufficiency of intestine (disorder)
C0001403,dsyn,Addison Disease
C0001427,dsyn,Adenoiditis
C0001486,dsyn,Adenovirus Infections
C0001487,dsyn,"Adenovirus Infections, Human"
C0001621,dsyn,Adrenal Gland Diseases
C0001622,dsyn,Adrenal Gland Hyperfunction
C0001623,dsyn,Adrenal gland hypofunction
C0001752,dsyn,African swine fever
C0001768,dsyn,Agammaglobulinemia
C0001787,dsyn,"Osteoporosis, Age-Related"
C0001824,dsyn,Agranulocytosis
C0001849,dsyn,AIDS Dementia Complex
C0001857,dsyn,AIDS related complex
C0001883,dsyn,Airway Obstruction
C0001957,dsyn,Alcohol Withdrawal Delirium
C0002016,dsyn,Aleutian Mink Disease
C0002063,dsyn,Alkalosis
C0002106,dsyn,Allergic pneumonia
C0002390,dsyn,Extrinsic allergic alveolitis
C0002395,dsyn,Alzheimer's Disease
C0002418,dsyn,Amblyopia
C0002438,dsyn,Amebiasis
C0002453,dsyn,Amenorrhea
C0002631,dsyn,Infection of amniotic cavity
C0002726,dsyn,Amyloidosis
C0002736,dsyn,Amyotrophic Lateral Sclerosis
C0002797,dsyn,Bovine Anaplasmosis
C0002831,dsyn,Ancylostomiasis
C0002871,dsyn,Anemia
C0002873,dsyn,Anemia of chronic disease
