cui,type,name
C0000039,orch,"1,2-dipalmitoylphosphatidylcholine"
C0000096,orch,1-Methyl-3-isobutylxanthine
C0000294,orch,Mesna
C0000379,orch,"3,4-Methylenedioxyamphetamine"
C0000473,orch,4-Aminobenzoic Acid
C0000477,orch,dalfampridine
C0000503,orch,gamma hydroxybutyrate
C0000665,orch,Oxyquinoline
C0000959,orch,Acepromazine
C0000966,orch,Acetaldehyde
C0000970,orch,Acetaminophen
C0000975,orch,Acetate
C0000979,orch,Acetates
C0000981,orch,Acetazolamide
C0000983,orch,Acetic Acid
C0000986,orch,acetic anhydride
C0001002,orch,Acetone
C0001040,orch,Acetylcarnitine
C0001143,orch,Aclarubicin
C0001159,orch,Aconitine
C0001186,orch,Acridines
C0001187,orch,Acriflavine
C0001204,orch,Acrolein
C0001219,orch,Acrylates
C0001275,orch,Activated Charcoal
C0001392,orch,Adamantane
C0001927,orch,Albuterol
C0001962,orch,Ethanol
C0001964,orch,1-Propanol
C0001975,orch,Alcohols
C0001977,orch,Butanols
C0001979,orch,Octanols
C0001992,orch,Aldehydes
C0002062,orch,Alkaloids
C0002065,orch,Alkanes
C0002068,orch,Alkenes
C0002072,orch,Alkanesulfonates
C0002078,orch,Alkynes
C0002144,orch,Allopurinol
C0002335,orch,Alprostadil
C0002403,orch,Amantadine
C0002421,orch,Ambroxol
C0002482,orch,Amides
C0002502,orch,Amiloride
C0002503,orch,Aminacrine
C0002508,orch,Amines
C0002530,orch,Amino Alcohols
C0002533,orch,Aminoacetonitrile
C0002556,orch,Aminoglycosides
C0002569,orch,Aminooxyacetic Acid
C0002573,orch,Aminophenols
C0002575,orch,Aminophylline
C0002586,orch,Aminopyrine
C0002598,orch,Amiodarone
C0002600,orch,Amitriptyline
C0002641,orch,Amodiaquine
C0002697,orch,Inamrinone
C0002699,orch,Amsacrine
C0002707,orch,Amygdalin
C0002732,orch,Amylose
C0002772,orch,"Analgesics, Opioid"
C0003030,orch,Anhydrides
C0003038,orch,Aniline Compounds
C0003161,orch,Anthocyanins
C0003174,orch,Anthraquinones
C0003695,orch,Arachidonic Acid
C0003729,orch,Arbutin
C0003753,orch,Arecoline
C0003968,orch,Ascorbic Acid
C0004057,orch,Aspirin
C0004147,orch,Atenolol
C0004234,orch,Atracurium
C0004259,orch,Atropine
C0004320,orch,Auranofin
C0004334,orch,Aurintricarboxylic Acid
C0004465,orch,AY-9944
C0004501,orch,Azo Compounds
C0004504,orch,Azoles
