cui,type,name
C0017238,clnd,"Gelatin Sponge, Absorbable"
C0036082,clnd,Saline Solution
C0073384,clnd,Ringer's acetate
C0077548,clnd,Tyrode's solution
C0301299,clnd,Iodine solution
C0310206,clnd,STERILE SALINE SOLUTION
C0872351,clnd,monolayer
C0949110,clnd,Aluminum hydroxide oral suspension BP
C0977735,clnd,imiquimod 50 MG/ML Topical Cream
C0980837,clnd,"TRIGLYCERIDES,MEDIUM CHAIN OIL"
C0982958,clnd,Acetaminophen 500 MG
C0985452,clnd,Glucose 50 MG/ML
C0986664,clnd,Ibuprofen 200 MG
C0990166,clnd,Sodium Chloride 0.154 MEQ/ML
C1126013,clnd,Levofloxacin 750 MG
C1126043,clnd,Oseltamivir 75 MG
C1126333,clnd,Azithromycin 500 MG
C1145804,clnd,lansoprazole 15 MG
C1246845,clnd,mesalamine Enema
C1273690,clnd,Amino acid injection solution
C1306088,clnd,Lidocaine Hydrochloride 100 MG/ML Mucosal Spray
C1381542,clnd,Ethanol 70%
C2092279,clnd,sodium chloride injection
C4019047,clnd,cetuximab Injection
C4060412,clnd,raxibacumab Injection
C4284262,clnd,Anti-inhibitor
