cui,type,name
C0002783,resa,Epidemiologic Studies
C0003048,resa,Animal Experimentation
C0005364,resa,Bibliometrics
C0005540,resa,Biomedical Research
C0005544,resa,Biometry
C0007328,resa,Case-Control Studies
C0008972,resa,Clinical Research
C0008976,resa,Clinical Trials
C0009015,resa,Cloning
C0009933,resa,Controlled Clinical Trials as Topic
C0010362,resa,Cross-Sectional Studies
C0010995,resa,Data Collection
C0011000,resa,Data Reporting
C0013072,resa,Double-Blind Method
C0013175,resa,Drug Evaluation
C0013206,resa,"Drug Evaluation, Preclinical"
C0014503,resa,Epidemiologic Methods
C0015194,resa,"Methodology, Evaluation"
C0015195,resa,Evaluation Research
C0015320,resa,Experimental Design
C0016441,resa,Follow-Up Studies
C0018762,resa,Health Surveys
C0020123,resa,Human Experimentation
C0021823,resa,"Interviews, Telephone"
C0022886,resa,Laboratory Research
C0023981,resa,Longitudinal Studies
C0024907,resa,Matched Case-Control Studies
C0029066,resa,Operations Research
C0031928,resa,Pilot Projects
C0033522,resa,Prospective Studies
C0034656,resa,Randomization
C0035170,resa,Research and Development
C0035171,resa,Research Design
C0035177,resa,Research Techniques
C0036150,resa,Sampling Studies
C0036449,resa,Scoring Methods
C0036718,resa,Serial Passage
C0036744,resa,Seroepidemiologic Studies
C0038136,resa,Standardization
C0039778,resa,Theoretical Study
C0042768,resa,Virus Cultivation
C0079435,resa,Genome Mapping
C0085973,resa,Case Study
C0086027,resa,"Analysis, Cohort"
C0086912,resa,Research Methodology
C0150093,resa,case series
C0150095,resa,Convenience Sampling
C0150097,resa,Cross-Over Studies
C0150103,resa,MATCHING
C0150105,resa,Random Sampling
C0150108,resa,Blinded
C0150114,resa,unaware
C0162587,resa,"Models, Educational"
C0178693,resa,human study
C0205664,resa,Animal Experiments
C0206012,resa,Multicenter Trials
C0206031,resa,Logistic Regression
C0206034,resa,"Clinical Trials, Randomized"
C0206035,resa,"Controlled Clinical Trials, Randomized"
C0206055,resa,"Spectroscopy, Fourier Transform Infrared"
C0237828,resa,Test-Retest Reliability
C0237944,resa,Verification of Theories
C0242239,resa,Data Linkage
C0242481,resa,Research Activities
C0242625,resa,Patch-Clamp Techniques
C0242800,resa,Patient Recruitment
C0242817,resa,Cross-Over Design
C0260206,resa,research grants
C0282459,resa,"Clinical Trial, Phase I"
C0282460,resa,Phase 2 Clinical Trials
C0282461,resa,Phase 3 Clinical Trials
C0302523,resa,Observation in research
C0376368,resa,Research Priorities
C0449876,resa,Test protocol used
C0525049,resa,Human Cloning
C0543472,resa,Outcome Studies
C0596404,resa,Data Management
C0596572,resa,field study
C0596723,resa,human data
C0597634,resa,vaccine development
C0600367,resa,Seroprevalence
C0678323,resa,experimentation
C0679083,resa,simulation
C0681797,resa,paradigm
C0681798,resa,research agenda
C0681804,resa,collaborative study
C0681805,resa,research funding
C0681812,resa,empirical study
C0681814,resa,research study
C0681815,resa,trial study
C0681816,resa,local survey
C0681817,resa,national survey
C0681818,resa,Social survey
C0681820,resa,telephone survey
C0681828,resa,in vitro study
C0681829,resa,in vivo study
C0681833,resa,basic research
C0681834,resa,applied research
C0681836,resa,Validation Studies
C0681840,resa,re-evaluation
C0681859,resa,household survey
C0681867,resa,controlled study
C0681871,resa,study planning
C0681873,resa,research data
C0681876,resa,Population Study (research activity)
C0681879,resa,Stratified Random Sampling
C0681880,resa,Matched Sampling
C0681884,resa,"variable, characteristic, factor"
C0681908,resa,testing protocols
C0681913,resa,structured interview
C0681915,resa,content analysis
C0681918,resa,hypothesis testing
C0681919,resa,quantitative data analysis
C0681925,resa,logistic regression analysis
C0681934,resa,Bioanalytical Validation Method
C0681935,resa,triangulation
C0681940,resa,qualitative research method
C0681948,resa,dynamic simulation
C0683933,resa,scientific research
C0683934,resa,research needs
C0683935,resa,research program
C0683941,resa,comparative analysis
C0683955,resa,operational definition
C0683962,resa,univariate statistics
C0683963,resa,path analysis
C0700032,resa,research project
C0808279,resa,Toxicology studies
C0814861,resa,prevention trial
C0814865,resa,time series study
C0814868,resa,random assignment
C0814871,resa,follow-up design
C0814896,resa,significance level
C0814897,resa,statistical power
C0814925,resa,geographic analysis
C0814928,resa,spatial cluster analysis
C0870071,resa,modeling
C0870625,resa,Group testing method
C0871309,resa,scientific methods
C0871424,resa,statistical analysis
C0871738,resa,experimental method
C0871881,resa,repeated measures
C0886519,resa,Gene Transfer Techniques
C0887961,resa,Endpoint Assay
C0920321,resa,Phase I Clinical Trials
C0920472,resa,Drug Discovery
C0935545,resa,behavior analysis
C0949415,resa,Qualitative Research
C1096776,resa,Multicenter Study
C1134635,resa,screening questionnaire
C1171301,resa,Actigraphy
C1293089,resa,Animal trials
C1328902,resa,human DNA sequencing
C1510567,resa,Qualitative procedures
C1510568,resa,Quantitative procedures
C1511036,resa,Bacterial Model
C1511226,resa,Blood Screening
C1512719,resa,Infectious Diseases Research
C1512997,resa,Marker Discovery
C1513271,resa,Microtechnology
C1513778,resa,Mutation Detection
C1514190,resa,Policy Research
C1514228,resa,Population Analysis
C1514830,resa,Rehabilitation Research
C1514966,resa,Stem Cell Research
C1514983,resa,Stratification
C1515093,resa,Surveillance Methods
C1515095,resa,Surveillance Program
C1515364,resa,Therapeutic Clinical Trial
C1515653,resa,In Vitro Assay
C1515654,resa,In Vitro Model
C1515657,resa,In Vivo Model
C1515980,resa,Ancillary Study
C1516225,resa,Cancer Research
C1516365,resa,Cellular Assay
C1516634,resa,research clinical testing
C1516769,resa,Computational Technique
C1517469,resa,Gelatin Zymography
C1518101,resa,Matrix-Assisted Laser Desorption/Ionization-Time of Flight Mass Spectrometry
C1518527,resa,Observational Study
C1518606,resa,Organ Model
C1518613,resa,Organism Modification
C1519042,resa,Phase II/III Trial
C1519068,resa,Phylogenetic Analysis
C1519073,resa,Physical Chemical Technique
C1519620,resa,Translational Medical Research
C1519888,resa,Vaccine Clinical Trial
C1519889,resa,Vaccine Design
C1519901,resa,Vaccine Research
C1519941,resa,Validation
C1609488,resa,cDNA Microarray Analysis
C1656250,resa,positional cloning
C1657306,resa,Reverse Genetics
C1705163,resa,Data Transformation
C1706449,resa,Active Control
C1707433,resa,Collision-Induced Dissociation
C1707887,resa,Efficacy Study
C1709323,resa,Open Label Study
C1709599,resa,Population Based Study
C1709631,resa,Nonclinical Study
C1709709,resa,Prospective Cohort Study
C1710191,resa,Statistical Technique
C1881045,resa,Hierarchical Clustering
C1882115,resa,Normalize
C1882358,resa,Phase 0 Trial
C1883413,resa,Two-Sided Test
C2347038,resa,Blinded Clinical Study
C2347740,resa,Quota Sampling
C2348164,resa,Screening Study
C2348215,resa,Snowball Sampling
C2348552,resa,Study Activity
C2348822,resa,Tryptic Digestion
C2603343,resa,Study
C2826345,resa,Parallel Study
C2826346,resa,Single Group Study
C2911685,resa,Evaluation Method
C2936295,resa,Click Chemistry
C2936326,resa,Wavelet Analysis
C2936544,resa,Multilocus Sequence Typing
C2936546,resa,Molecular Typing
C2983683,resa,Titration Study
C2985404,resa,Clinical Series
C2985410,resa,Non-Randomized Controlled Trials as Topic
C2985505,resa,Retrospective Cohort Study
C2986480,resa,Subset Analysis
C2986858,resa,Colorimetric Cell Viability Assay
C3274035,resa,Interventional Study
C3494163,resa,Translational Research
C3494293,resa,Spatio-Temporal Analysis
C3899698,resa,Cell Proliferation Assay
C3900047,resa,Analysis Method
C4054739,resa,Immunogenicity Study
C4277638,resa,Network Meta-Analysis
C4288587,resa,Non-Probability Sampling Method
C4331359,resa,Supplemental Testing
C4505064,resa,"Models, Spatial Interaction"
C4505128,resa,Non-Inferiority Trial
C4505280,resa,Proof of Concept Study
C4522273,resa,Particle Size Distribution
C4525107,resa,Physicochemical Property Analysis
C4528420,resa,Genomic Data Commons
