cui,type,name
C0002638,bdsu,Amniotic Fluid
C0003662,bdsu,Aqueous Humor
C0003964,bdsu,Peritoneal Fluid (body substance)
C0005388,bdsu,Bile fluid
C0005683,bdsu,Urinary Bladder Calculi (disorder)
C0005768,bdsu,In Blood
C0005835,bdsu,Blood Stains
C0005889,bdsu,Body Fluids
C0006279,bdsu,Bronchoalveolar Lavage Fluid
C0006736,bdsu,Calculi
C0007806,bdsu,Cerebrospinal Fluid
C0007872,bdsu,Cervix Mucus
C0009413,bdsu,Colostrum
C0012621,bdsu,Body Fluid Discharge
C0014166,bdsu,Endolymph
C0015349,bdsu,Extracellular Fluid
C0015380,bdsu,Extravascular Lung Water
C0015388,bdsu,Exudate
C0015733,bdsu,Feces
C0016709,bdsu,Fresh frozen plasma
C0017119,bdsu,Gastric Acid
C0017133,bdsu,Gastric Juice (substance)
C0019051,bdsu,Hemolymph
C0020191,bdsu,Hyalin
C0021849,bdsu,Intestinal Secretions
C0024202,bdsu,Lymph
C0025047,bdsu,Meconium
C0026131,bdsu,Milk (body substance)
C0026140,bdsu,"Milk, Human"
C0026727,bdsu,Mucous body substance
C0027544,bdsu,Necrotic debris
C0030296,bdsu,pancreatic juice
C0031059,bdsu,Perilymph
C0032105,bdsu,Plasma
C0034161,bdsu,Pus
C0036087,bdsu,saliva
C0036511,bdsu,Sebum
C0036537,bdsu,Bodily secretions
C0036614,bdsu,Seminal fluid
C0037359,bdsu,Smegma
C0038056,bdsu,Sputum
C0038352,bdsu,Gastric Content
C0038984,bdsu,Sweat
C0039097,bdsu,Synovial Fluid
C0039409,bdsu,Tears body substance
C0040767,bdsu,Transudate
C0042036,bdsu,Urine
C0042965,bdsu,Vomitus
C0151990,bdsu,Urinary casts present
C0162367,bdsu,Interstitial Fluid
C0178913,bdsu,Blood specimen
C0206289,bdsu,Nasal Lavage Fluid
C0222058,bdsu,Dander
C0225355,bdsu,Cytologic material
C0225378,bdsu,Upper respiratory tract mucus
C0225392,bdsu,Nasal mucus
C0225778,bdsu,Pleural fluid
C0226884,bdsu,Digestive system fluid
C0226893,bdsu,Intestinal Contents
C0227143,bdsu,Pharyngeal mucus
C0227258,bdsu,Small intestine contents
C0227352,bdsu,Colonic mucus
C0227363,bdsu,Colonic contents
C0227397,bdsu,Rectal mucus
C0227855,bdsu,Lochia
C0229664,bdsu,peripheral blood
C0229667,bdsu,Venous blood substance
C0229671,bdsu,Serum
C0230885,bdsu,Extracellular material
C0230899,bdsu,Elastic Fibers
C0230988,bdsu,Allantoic fluid
C0267869,bdsu,Bile duct calculus
C0302306,bdsu,Inflammatory exudate
C0302307,bdsu,Mucopurulent discharge
C0332461,bdsu,Plaque (lesion)
C0333014,bdsu,Staghorn Calculi
C0344392,bdsu,Urate crystals (substance)
C0370199,bdsu,Aspirate substance
C0370231,bdsu,whole blood
C0392908,bdsu,Vaginal secretions
C0427896,bdsu,Crystal - human material
C0438734,bdsu,Fluid specimen
C0439056,bdsu,Throat swab sample
C0440406,bdsu,Animal material
C0440419,bdsu,Cat hair
C0440421,bdsu,Droppings
C0440424,bdsu,Animal epithelium
C0440426,bdsu,Rat epithelium
C0440428,bdsu,Sheep epithelium
C0440429,bdsu,Rabbit epithelium
C0440430,bdsu,Swine epithelium
C0440432,bdsu,Camel epithelium
C0440438,bdsu,Mouse epithelium
C0440439,bdsu,Pig epithelium
C0440470,bdsu,Human material
C0440738,bdsu,Circulating blood
C0440742,bdsu,Normal plasma
C0443116,bdsu,Platelets Product
C0443120,bdsu,Plasma product (product)
C0443121,bdsu,Cryoprecipitate
C0444061,bdsu,Pathology specimen
C0444067,bdsu,Nasopharyngeal aspirate
C0444086,bdsu,Smear sample
C0444115,bdsu,Effusion sample
C0444116,bdsu,Exudate sample
C0444137,bdsu,Specimen from endotracheal tube
C0444139,bdsu,Gastric fluid sample
C0444145,bdsu,Middle ear fluid sample
C0444146,bdsu,Nasopharyngeal washings
C0444148,bdsu,Pharyngeal washings
C0444159,bdsu,Sputum specimen
C0444160,bdsu,Sputum specimen obtained by aspiration
C0444166,bdsu,Synovial fluid specimen
C0444176,bdsu,Seminal fluid specimen
C0444183,bdsu,Mucus sample
C0444192,bdsu,Nasopharyngeal swab (specimen)
C0444193,bdsu,Pernasal swab
C0444200,bdsu,Prepuce swab
C0444214,bdsu,Anal swab
C0444215,bdsu,Rectal swab (specimen)
C0444256,bdsu,Whole blood sample
C0444261,bdsu,Lymph node sample
C0444263,bdsu,Plasma specimen
C0444269,bdsu,Neurological sample
C0444279,bdsu,Respiratory sample
C0444280,bdsu,Lower respiratory sample
C0444283,bdsu,Upper respiratory sample
C0444320,bdsu,Colostrum Specimen
C0450129,bdsu,Blood component
C0457279,bdsu,Cord blood specimen
C0475359,bdsu,Vitreous humor sample
C0487949,bdsu,GENITAL FLUID
C0487953,bdsu,serum/plasma
C0487955,bdsu,Serum and Whole blood
C0541629,bdsu,Inflammatory cell infiltrate
C0552337,bdsu,bladder cells
C0558296,bdsu,Curds
C0558297,bdsu,Digested food
C0582544,bdsu,Bird droppings
C0586519,bdsu,Specimen from breast
C0586586,bdsu,Synovial sample
C0586588,bdsu,Joint sample
C0586638,bdsu,Upper respiratory swab sample
C0587033,bdsu,Muscle biopsy sample
C0600083,bdsu,"Discharge, Body Substance, Sample"
C0600608,bdsu,Cyst Fluid
