cui,type,name
C0001038,moft,Acetylation
C0001801,moft,agglutination
C0003255,moft,Antibody Affinity
C0003256,moft,Antibody Avidity
C0003259,moft,Antibody Diversity
C0003264,moft,Antibody Specificity
C0003314,moft,Antigen-Antibody Reactions
C0003319,moft,Antigenic Variation
C0005458,moft,"Binding, Competitive"
C0008858,moft,Citric Acid Cycle
C0009528,moft,Complement Activation
C0009546,moft,"Complement Pathway, Alternative"
C0009547,moft,"Complement Pathway, Classical"
C0010357,moft,Cross Reactions
C0013846,moft,Electron Transport
C0014274,moft,Energy Transfer
C0014429,moft,Enzyme Activation
C0015852,moft,Fermentation
C0017715,moft,Gluconeogenesis
C0017952,moft,Glycolysis
C0018903,moft,Hemagglutination
C0019266,moft,Heredity
C0021469,moft,Metabolic Inhibition
C0023745,moft,genetic linkage
C0023775,moft,Lipid Peroxidation
C0025245,moft,Membrane Fluidity
C0025246,moft,Membrane Fusion
C0030013,moft,Oxidative Phosphorylation
C0030892,moft,Pentose Phosphate Pathway
C0031715,moft,Phosphorylation
C0033618,moft,Protein Binding
C0033627,moft,Protein Denaturation
C0033666,moft,Post-Translational Protein Processing
C0036522,moft,Second Messenger Systems
C0079686,moft,Leucine Zippers
C0162362,moft,Respiratory Chain
C0162527,moft,Ankyrin Repeat
C0162846,moft,"Protein Folding, Globular"
C0162847,moft,protein folding
C0178575,moft,cross immunity
C0221105,moft,Emulsification
C0234682,moft,Light absorption
C0242941,moft,Antigenic Mimicry
C0242943,moft,Molecular Mimicry
C0243102,moft,enzyme activity
C0260000,moft,Secondary Metabolism
C0282517,moft,Proton-Motive Force
C0301641,moft,Macromolecular alteration
C0301642,moft,Denaturation
C0301647,moft,Strand breaks
C0301912,moft,"Autoagglutination, function"
C0302820,moft,Carbohydrate Metabolism
C0314656,moft,Synteny
C0314668,moft,Molecular stability
C0314669,moft,Molecular instability
C0376669,moft,DNA Fragmentation
C0520913,moft,Defective metabolism
C0596076,moft,amino acid metabolism
C0596177,moft,Biocompatibility
C0596342,moft,cis trans isomerization
C0596480,moft,eicosanoid metabolism
C0596522,moft,enzyme biosynthesis
C0596524,moft,enzyme mechanism
C0596562,moft,Fatty acid biosynthetic process
C0596563,moft,fatty acid metabolism
C0596620,moft,glucose metabolism
C0596624,moft,Glycogenolysis
C0596625,moft,N-Glycan Biosynthesis Pathway
C0596715,moft,hormone biosynthetic process
C0596716,moft,hormone metabolism
C0596803,moft,iron metabolism
C0596843,moft,Adipogenesis
C0596957,moft,Molecular Dynamics
C0597062,moft,neurotransmitter biosynthesis
C0597071,moft,nitrogen metabolism
C0597095,moft,nucleic acid biosynthesis
C0597098,moft,nucleic acid metabolism
C0597108,moft,Nucleotide Metabolism
C0597295,moft,Protein Biosynthesis
C0597297,moft,"Protein Degradation, Metabolic"
C0597299,moft,protein metabolism
C0597304,moft,Proteolysis
C0597358,moft,receptor binding
C0597513,moft,Steroid biosynthesis
C0597517,moft,steroid hormone biosynthesis
C0597520,moft,Steroid Metabolic Process
C0597672,moft,vitamin metabolism
C0597878,moft,antigen antibody binding
C0597879,moft,immunoreactivity
C0598390,moft,enzyme pathway
C0598434,moft,myristoylation
C0598435,moft,Palmitoylation
C0598754,moft,aerobic glycolysis
C0598783,moft,Lipid Metabolism
C0598958,moft,Neuroprotection
C0599175,moft,heme biosynthetic process
C0599474,moft,cholesterol biosynthesis
C0599739,moft,synergism
C0599816,moft,ketogenesis
C0599844,moft,molecular recognition
C0599845,moft,molecular domain
C0599861,moft,noradrenergic
C0600436,moft,Base Pairing
C0600448,moft,Trans-Splicing
C0678607,moft,Hydrophobic Interactions
C0678659,moft,biochemical mechanism
C0678705,moft,acetate catabolic process
C0678714,moft,bile acid metabolism
C0683140,moft,drug metabolism
C0683185,moft,receptor ligand affinity
C0752319,moft,MAP Kinase Cascade
C0813988,moft,autophosphorylation
C0872079,moft,protein protein interaction
C0872139,moft,cross reactivity immunity
C0872376,moft,molecular assembly/self assembly
C0887940,moft,Gene Order
C0920555,moft,hormone sensitivity
C0920641,moft,pyrimidine metabolism
C0920644,moft,receptor function
C0949765,moft,Polyadenylation
C0969701,moft,Conserved Synteny
C1136159,moft,T-Cell Specificity
C1136182,moft,Antigenic Diversity
C1138407,moft,"Complement Pathway, Mannose-Binding Lectin"
C1145751,moft,insulin activity
C1148560,moft,molecular_function
C1148561,moft,anticoagulant activity
C1148564,moft,antioxidant activity
C1148575,moft,antigen binding
C1148582,moft,carbohydrate binding
C1148583,moft,polysaccharide binding
C1148589,moft,galactoside binding
C1148592,moft,lectin activity
C1148596,moft,mannose binding
C1148608,moft,heparin binding
C1148613,moft,iron binding
C1148616,moft,heme binding
C1148621,moft,zinc ion binding
C1148636,moft,Lipid Binding
C1148642,moft,Phospholipid Binding
C1148658,moft,lipopolysaccharide binding
C1148659,moft,magnesium ion binding
C1148774,moft,androgen receptor activity
C1148776,moft,estrogen receptor activity
C1148834,moft,exoribonuclease activity
C1148916,moft,nucleotide binding
C1148918,moft,cAMP binding
C1148923,moft,atp binding
C1148926,moft,adenosinetriphosphatase activity
C1149024,moft,sodium/potassium-exchanging ATPase activity
C1149035,moft,GTP Binding
C1149036,moft,GTPase activity
C1149054,moft,Ran guanyl-nucleotide exchange factor activity
C1149098,moft,peptide binding
C1149163,moft,cadherin binding
C1149164,moft,calmodulin binding
C1149167,moft,collagen binding
C1149168,moft,cyclin binding
C1149169,moft,cytokine binding
C1149170,moft,chemokine binding
C1149176,moft,interferon binding
C1149177,moft,interferon receptor activity
C1149183,moft,interleukin receptor activity
C1149184,moft,interleukin-1 receptor activity
C1149187,moft,interleukin-10 receptor activity
C1149189,moft,interleukin-12 receptor activity
C1149195,moft,interleukin-18 receptor activity
C1149201,moft,interleukin-23 receptor activity
C1149205,moft,interleukin-27 receptor activity
C1149207,moft,interleukin-4 receptor activity
C1149209,moft,interleukin-6 receptor activity
C1149220,moft,interleukin-13 binding activity
C1149225,moft,interleukin-18 binding activity
C1149228,moft,interleukin-19 binding activity
C1149229,moft,interleukin-2 binding activity
C1149236,moft,interleukin-26 binding activity
C1149245,moft,actin binding
C1149274,moft,microtubule binding
C1149286,moft,enzyme binding
C1149289,moft,kinase binding
C1149302,moft,hemoglobin binding
C1149303,moft,histone binding
C1149306,moft,immunoglobulin binding
C1149309,moft,IgE binding
C1149313,moft,IgG binding
C1149325,moft,high-density lipoprotein particle binding
C1149326,moft,low-density lipoprotein particle binding
C1149349,moft,SH3 domain binding
C1149381,moft,chemoattractant activity
C1149382,moft,chemokine activity
C1149384,moft,cytokine activity
C1149404,moft,interferon-alpha/beta
C1149510,moft,Notch binding
C1149531,moft,cholesterol binding
C1149536,moft,virion binding
C1149552,moft,chaperone activity
C1149582,moft,lysozyme activity
C1149593,moft,thrombin activity
C1149595,moft,complement activity
C1149629,moft,histone deacetylase activity
C1149632,moft,hydrolase activity
C1149650,moft,nucleoside triphosphatase activity
C1149668,moft,myosin ATPase activity
C1149720,moft,dihydropyrimidinase activity
C1149731,moft,deaminase activity
C1149763,moft,deacetylase activity
C1149772,moft,"cobyrinic acid a,c-diamide synthase activity"
C1149779,moft,pantetheinase activity
C1149782,moft,PNGase F activity
C1149785,moft,urease activity
C1149793,moft,arginase activity
C1149811,moft,esterase activity
C1149818,moft,acetylesterase activity
C1149820,moft,sialate 9(4)-O-acetylesterase activity
C1149831,moft,cholinesterase activity
C1149836,moft,lipase activity
C1149838,moft,phospholipase activity
C1149842,moft,phospholipase A2 activity
C1149848,moft,phospholipase C activity
C1149875,moft,sphingomyelin phosphodiesterase activity
C1149880,moft,phosphoric monoester hydrolase activity
C1149888,moft,alkaline phosphatase activity
C1149915,moft,nucleotidase activity
C1149955,moft,protein tyrosine phosphatase activity
C1149970,moft,arylsulfatase activity
C1150004,moft,leukotriene-A4 hydrolase activity
C1150005,moft,epoxide hydrolase activity
C1150037,moft,exo-alpha-sialidase activity
C1150043,moft,beta-glucuronidase activity
C1150046,moft,chitinase activity
C1150051,moft,galactosidase activity
C1150053,moft,beta-galactosidase activity
C1150054,moft,glucosidase activity
C1150076,moft,mannosidase activity
C1150095,moft,peptidase activity
C1150096,moft,aminopeptidase activity
C1150114,moft,cathepsin D activity
C1150120,moft,renin activity
C1150124,moft,cysteine protease activity
C1150129,moft,calpain activity
C1150130,moft,caspase activity
C1150131,moft,effector caspase activity
C1150132,moft,caspase-3 activity
C1150133,moft,caspase-6 activity
C1150134,moft,caspase-7 activity
C1150135,moft,caspase-9 activity
C1150137,moft,caspase-1 activity
C1150142,moft,caspase-8 activity
C1150145,moft,cathepsin B activity
C1150146,moft,cathepsin F activity
C1150149,moft,cathepsin L activity
C1150150,moft,cathepsin S activity
C1150156,moft,NEDD8-specific protease activity
C1150158,moft,thiol-dependent ubiquitin-specific protease activity
C1150165,moft,dipeptidyl-peptidase activity
C1150171,moft,endopeptidase activity
C1150182,moft,MMP-2 activity
C1150183,moft,MMP-9 activity
C1150184,moft,insulinase activity
C1150224,moft,metallopeptidase activity
C1150239,moft,serine protease activity
C1150256,moft,furin activity
C1150272,moft,prolyl oligopeptidase activity
C1150284,moft,trypsin activity
C1150294,moft,serine hydrolase activity
C1150296,moft,integrase activity
C1150298,moft,isomerase activity
C1150301,moft,PPIase activity
C1150347,moft,protein disulfide isomerase activity
C1150423,moft,kinase activity
C1150450,moft,N-acetylglucosamine kinase activity
C1150479,moft,1-phosphatidylinositol 4-kinase activity
C1150493,moft,lipid kinase activity
C1150527,moft,protein kinase activity
C1150557,moft,cyclin-dependent protein kinase activity
C1150571,moft,IkappaB kinase activity
C1150572,moft,protein kinase C activity
C1150579,moft,MAP kinase activity
C1150582,moft,MAP kinase kinase kinase activity
C1150587,moft,JUN kinase activity
C1150596,moft,transforming growth factor beta receptor activity
