cui,type,name
C0000894,phpr,Acceleration
C0000912,phpr,Accident caused by unspecified fire
C0000924,phpr,Accidents
C0000932,phpr,Traffic accidents
C0012618,phpr,Disasters
C0012652,phpr,Disease Outbreaks
C0013829,phpr,Electrolysis
C0013956,phpr,Emergency Situation
C0014499,phpr,Epidemic
C0015329,phpr,Explosion
C0028263,phpr,Noise
C0030011,phpr,Oxidation
C0033095,phpr,Pressure- physical agent
C0034533,phpr,Radiation Protection
C0034897,phpr,Recurrence
C0178812,phpr,Protonation
C0234402,phpr,Stimulus
C0241842,phpr,Cold environment
C0337196,phpr,Collision
C0376522,phpr,Entropy
C0441722,phpr,Force
C0441723,phpr,Irritation
C0450027,phpr,Accidental exposure
C0563594,phpr,High temperature of physical object
C0596043,phpr,ADP-Ribosylation
C0597002,phpr,N acylation
C0598393,phpr,epizootic
C0681792,phpr,radon exposure
C1254481,phpr,Patient Problem
C1257789,phpr,Lymphangiogenesis
C1510610,phpr,Globalization
C1512196,phpr,Global Change
C1521871,phpr,Amplification
C1551358,phpr,Incident
C1615608,phpr,Pandemics
C1710082,phpr,Signal
C1881189,phpr,Increased Device Sensitivity
C1882365,phpr,Phenomenon
C2347509,phpr,Physical Shift
C2362607,phpr,Building Collapse
C2987513,phpr,Acidification
C4055383,phpr,Biggest Problem
