cui,type,name
C0000696,tisu,A Fibers
C0000739,tisu,Abdominal Muscles
C0001527,tisu,Adipose tissue
C0004799,tisu,Basement membrane
C0005767,tisu,Blood
C0005962,tisu,Bone Matrix
C0006298,tisu,Brown Fat
C0006904,tisu,Capillary Endothelium
C0007301,tisu,Cartilage
C0009780,tisu,Connective Tissue
C0011646,tisu,Dermis
C0013762,tisu,Elastic Tissue
C0014032,tisu,Enamel Organ
C0014257,tisu,Endothelium
C0014259,tisu,Corneal Endothelium
C0014260,tisu,"Endothelium, Lymphatic"
C0014261,tisu,"Endothelium, Vascular"
C0014472,tisu,Ependyma
C0014520,tisu,Epidermis
C0014596,tisu,Epithelial Attachment
C0014609,tisu,Epithelium
C0015282,tisu,Exocrine Glands
C0015350,tisu,Extracellular Matrix
C0015641,tisu,Fascia
C0015925,tisu,fetal blood
C0016741,tisu,Frozen Sections
C0017136,tisu,Gastric mucosa
C0017472,tisu,Germ Layers
C0018180,tisu,Granulation Tissue
C0018220,tisu,Gray Matter
C0018283,tisu,Epiphysial cartilage
C0021839,tisu,Intestinal Mucosa
C0023053,tisu,Laryngeal Mucosa
C0023685,tisu,Ligaments
C0024296,tisu,Lymphoid Tissue
C0025255,tisu,Tissue membrane
C0026724,tisu,Mucous Membrane
C0026844,tisu,"Muscle, Smooth, Vascular"
C0026845,tisu,Muscle
C0026969,tisu,Myelin
C0027061,tisu,Myocardium
C0027428,tisu,Structure of mucous membrane of nose
C0027740,tisu,Nerve
C0027757,tisu,Nerve Tissue
C0028937,tisu,Olfactory Mucosa
C0029250,tisu,Organoids
C0031110,tisu,Periosteum
C0036629,tisu,Structure of spermatogenic epithelium
C0036760,tisu,Serous Membrane
C0040300,tisu,Body tissue
C0040442,tisu,Tooth Germ
C0085156,tisu,Basal lamina of choroid
C0162371,tisu,Umbilical Cord Blood
C0162864,tisu,Tunica Intima
C0162867,tisu,Tunica Media
C0205888,tisu,Endoneurium
C0221909,tisu,Squamous epithelium
C0221921,tisu,Stratum corneum
C0221922,tisu,Stratum lucidum structure
C0221923,tisu,Stratum granulosum
C0221925,tisu,Stratum Basale
C0222331,tisu,Subcutaneous Fat
C0222651,tisu,Subperiosteum
C0222659,tisu,Subendosteum
C0222660,tisu,Cancellous Bone
C0222661,tisu,Compact bone
C0225317,tisu,soft tissue
C0225318,tisu,Interstitial tissue
C0225324,tisu,Blubber
C0225325,tisu,Collagen fiber
C0225331,tisu,Fibrous tissue
C0225337,tisu,Columnar epithelium
C0225342,tisu,Adventitia
C0225358,tisu,Muscularis propria
C0225385,tisu,Structure of respiratory epithelium
C0225694,tisu,Structure of alveolar epithelium
C0225968,tisu,Epicardium
C0227211,tisu,Gastric submucosa
C0227261,tisu,Small intestine mucous membrane
C0227268,tisu,Small intestine submucosa
C0227598,tisu,Urothelium
C0229524,tisu,Endocrine tissue
C0229526,tisu,Neuroendocrine tissue
C0229602,tisu,Structure of bone marrow fatty tissue
C0229619,tisu,Hemopoietic tissue
C0229665,tisu,Blood arterial
C0229666,tisu,Capillary blood
C0229982,tisu,Animal tissue
C0242291,tisu,Fetal Tissue
C0278403,tisu,Subcutaneous Tissue
C0282491,tisu,Structure of germinal center of lymph node
C0332835,tisu,Transplanted tissue
C0348047,tisu,Tissue Grafts
C0391978,tisu,Bone Tissue
C0392763,tisu,Isogeneic graft
C0440744,tisu,Human tissue
C0440746,tisu,brain tissue surgical material
C0440747,tisu,Lymph Node Tissue
C0441031,tisu,Free flap
C0444071,tisu,Burn tissue
C0444094,tisu,Cyst tissue
C0444184,tisu,Postmortem tissue sample
C0504096,tisu,Epimysium
C0504097,tisu,Endomysium
C0506992,tisu,Pseudostratified ciliated columnar epithelium
C0541605,tisu,Residual Tissues
C0586651,tisu,Specimen from lung obtained by biopsy
C0586827,tisu,Skeletal tissue
C0596638,tisu,Gut associated lymphoid tissue
C0597866,tisu,nonhuman tissue
C0599331,tisu,Nasal Epithelium
C0599332,tisu,Olfactory Epithelium
C0677862,tisu,Biopsy sample
C0682563,tisu,dermal bone
C0682572,tisu,tunica
C0682574,tisu,Unilaminar epithelium
C0682575,tisu,Multilaminar epithelium
C0682576,tisu,ciliated epithelium
C0682577,tisu,Cuboidal Epithelium
C0682578,tisu,glandular epithelium
C0682707,tisu,CNS tissue
C0682708,tisu,White matter
C0684084,tisu,Skin tissue
C0694698,tisu,Umbilical Blood
C0700366,tisu,body membrane
C0738677,tisu,Retroperitoneal Fat
C0751258,tisu,Laryngeal Epithelium
C0751974,tisu,Respiratory Mucosa
C0771377,tisu,Spleen Tissue
C0836131,tisu,Stratified squamous epithelium
C0836134,tisu,Simple cuboidal epithelium
C0836136,tisu,Keratinized stratified squamous epithelium
C0836138,tisu,Pseudostratified columnar epithelium
C0872050,tisu,Human Fetal Tissue
C0920840,tisu,Epithelium of vagina
C0932011,tisu,Atypical epithelium
C0933791,tisu,Synovial intima
C0935625,tisu,Fat pad
C1179002,tisu,Epithelium of trachea
C1179025,tisu,Endothelium of artery
C1179028,tisu,Endothelium of sinusoid
C1179037,tisu,Epithelium of conjunctiva
C1179148,tisu,Sensory epithelium
C1179187,tisu,Lamina Propria
C1179418,tisu,Bronchial-associated lymphoid tissue
C1179432,tisu,Organized mucosa-associated lymphoid tissue
C1179456,tisu,Inner muscle layer
C1179626,tisu,Collagen fibril
C1180138,tisu,Principal tissue
C1184461,tisu,Sphincter muscle
C1184823,tisu,Fibrous connective tissue
C1185706,tisu,Fibrous membrane
C1185721,tisu,Membranous wall
C1185741,tisu,Fascicle - nerve fibers
C1253917,tisu,Loose connective tissue
C1254021,tisu,Media layer
C1256463,tisu,Intima
C1267092,tisu,Smooth muscle (tissue)
C1272575,tisu,Heart tissue
C1282402,tisu,Skin layer
C1284149,tisu,All bone (tissue)
C1284837,tisu,Entire body tissue
C1292533,tisu,Tissue specimen
C1304649,tisu,Tissue fiber
C1305763,tisu,Skeletal and/or smooth muscle structure
C1510935,tisu,Arachnoid Membrane
C1511191,tisu,Mouse Bladder
C1511200,tisu,Bladder Tissue
C1511225,tisu,Mouse Blood
C1511227,tisu,Mouse Blood Vessel
C1511228,tisu,Blood Vessel Tissue
C1511243,tisu,Mouse Bone Marrow
C1511770,tisu,Dense Connective Tissue
C1512086,tisu,Ductal Epithelium
C1512159,tisu,Mouse Ear
C1512359,tisu,Mouse Heart
C1512780,tisu,Inner Enamel Epithelium
C1512783,tisu,Inner Limiting Membrane
C1512909,tisu,Mouse Intestine
C1512979,tisu,Mouse Mammary Fat Pad
C1512980,tisu,Mouse Mammary Gland
C1512987,tisu,Mantle Zone
C1513763,tisu,Mouse Muscle
C1513766,tisu,Mouse Striated Muscle
C1514123,tisu,Mouse Nerve
C1514130,tisu,Mouse Placenta
C1514521,tisu,Prostatic Tissue
C1514590,tisu,Pseudostratified Epithelium
C1514845,tisu,Renal Tissue
C1514900,tisu,Mouse Respiratory System
C1514975,tisu,Mouse Stomach
C1515300,tisu,Testicular Tissue
C1515429,tisu,Thymic Lymphoid Tissue
C1515430,tisu,Thymic Tissue
C1516828,tisu,Mouse Embryonic Fibroblast
C1516838,tisu,Endocervical Mucosa
C1516842,tisu,Mouse Endocrine Pancreas
C1516843,tisu,Endocrine Reproductive Tissue
C1516934,tisu,Epithelial Microvillus
C1517081,tisu,Mouse Eye
C1517454,tisu,Gastric Tissue
C1517466,tisu,Mouse Gastrointestinal Tract
C1517673,tisu,Mouse Kidney
C1517914,tisu,Mouse Liver
C1518036,tisu,Mouse Bronchus
C1518039,tisu,Mouse Lung
C1518051,tisu,Lymph Node Sinus
C1518248,tisu,Nerve Sheath
C1518685,tisu,Outer Limiting Membrane
C1518744,tisu,Ovarian Tissue
C1518753,tisu,Mouse Ovary
C1518865,tisu,Mouse Pancreas
C1518970,tisu,Periarteriolar Lymphoid Sheath
C1518983,tisu,Perineural Tissue
C1519012,tisu,Mouse Peritoneum
C1519177,tisu,Salivary Gland Tissue
C1519352,tisu,Mouse Skin
C1519474,tisu,Mouse Spleen
C1519475,tisu,Splenic Lymphoid Follicle
C1519521,tisu,Fresh Tissue
C1519524,tisu,Paraffin Embedded Tissue
C1519547,tisu,Tonsillar Tissue
C1519548,tisu,Tonsillar Lymphoid Tissue
C1519575,tisu,Mouse Trachea
C1519876,tisu,Mouse Uterus
C1521713,tisu,CNS - Brain (MMHCC)
C1521714,tisu,Uterus - Cervix (MMHCC)
C1521747,tisu,Mammary Gland Parenchyma
C1521806,tisu,Body Fluids and Substances
C1521867,tisu,Exudate (MMHCC)
C1522009,tisu,Stool (MMHCC)
C1522062,tisu,Liver - Hepatocyte (MMHCC)
C1522065,tisu,Skin - Epidermis (MMHCC)
C1522183,tisu,CNS - Brain - Hypothalamus (MMHCC)
C1522258,tisu,Muscle - Smooth (MMHCC)
C1522278,tisu,CNS - Brain - Cerebellum (MMHCC)
C1522281,tisu,Intestine - Large Intestine - Colon (MMHCC)
C1522513,tisu,Intestine - Large Intestine - Rectum (MMHCC)
C1522516,tisu,Intestine - Small Intestine - Ileum (MMHCC)
C1522528,tisu,Endocrine Pancreas - Islet of Langerhans (MMHCC)
C1522579,tisu,CNS - Brain - Cerebrum/Cortex (MMHCC)
C1522592,tisu,CNS - Spinal Cord (MMHCC)
C1522642,tisu,Clone
C1522707,tisu,Muscle - Striated (Skeletal) - Diaphragm (MMHCC)
C1522730,tisu,CNS (MMHCC)
C1523991,tisu,Urine (MMHCC)
C1524005,tisu,Kidney - Cortex (MMHCC)
C1563740,tisu,Visceral Fat
C1563742,tisu,Abdominal Fat
C1704223,tisu,White Adipose Tissue
C1706784,tisu,Alveolar Septum
C1706824,tisu,Aorta Endothelium
C1706972,tisu,Blood Vessel Endothelium
C1706995,tisu,Brain White Matter
C1707510,tisu,Convoluted Tubule
C1709639,tisu,Prepuce Epithelium
C1709902,tisu,Renal Tubule Epithelium
C1710156,tisu,Splenic Germinal Center
C1710158,tisu,Splenic Marginal Zone
C1710584,tisu,Epithelium of urethra
C1711208,tisu,Bile Duct Epithelium
C1711259,tisu,Vaginal Squamous Epithelium
C1711368,tisu,Marginal Zone
C1711423,tisu,Thymic Epithelial Tissue
C1955394,tisu,Tissue specific
C1979853,tisu,Basement
C2316368,tisu,Tissue section
C2332491,tisu,Retinohypothalamic tract
C2335526,tisu,Whole portion of blood
C2698431,tisu,Nasal-Associated Lymphoid Tissue
C2700413,tisu,Mouse Cornea
C2700415,tisu,Eye - Retina (MMHCC)
C2700416,tisu,Intestine - Small Intestine (MMHCC)
C2711421,tisu,Fresh tissue specimen
C2826787,tisu,Crypt Epithelium
C2985207,tisu,Oropharyngeal Tissue
C3241920,tisu,Mouse Adipose Tissue
C3497612,tisu,spinal white matter
C3548526,tisu,biofilm matrix
C3668871,tisu,Structure of round subcutaneous fat tissue of forehead (body structure)
C3686616,tisu,Structure of mesenteric adipose tissue
C4253999,tisu,Nasopharyngeal lymphoid tissue
C4266453,tisu,Musculoskeletal tissue
C4277544,tisu,Tertiary Lymphoid Structures
C4277702,tisu,Parenchymal Tissue
C4298990,tisu,Oral tissue
C4511001,tisu,Tissue specimen from aorta
C4524574,tisu,Ocular Tissue
C4524575,tisu,Placenta Tissue without Amniotic Elements
