cui,type,name
C0002627,diap,Amniocentesis
C0002978,diap,angiogram
C0002979,diap,"Angiography, Digital Subtraction"
C0003515,diap,Aortography
C0003885,diap,Arthrogram
C0004339,diap,Auscultation
C0004398,diap,Autopsy
C0005558,diap,Biopsy
C0005560,diap,Needle biopsy procedure
C0005776,diap,blood flow measurement
C0005834,diap,Collection of blood specimen for laboratory procedure
C0005893,diap,Body mass index procedure
C0005954,diap,Bone marrow biopsy
C0006153,diap,Breath Tests
C0006265,diap,Bronchial Provocation Tests
C0006282,diap,Contrast bronchogram
C0006290,diap,Bronchoscopy
C0007185,diap,"Cardiography, Impedance"
C0007438,diap,Swan-Ganz Catheterization
C0007723,diap,Cephalometry
C0008307,diap,Cholangiography
C0008310,diap,Endoscopic Retrograde Cholangiopancreatography
C0009378,diap,colonoscopy
C0009417,diap,Colposcopy
C0010702,diap,Cystoscopy
C0011906,diap,Differential Diagnosis
C0011911,diap,Laboratory Diagnosis
C0011917,diap,"Diagnostic Techniques, Respiratory System"
C0011923,diap,Diagnostic Imaging
C0011930,diap,"Diagnostic Tests, Routine"
C0011933,diap,diagnostic use
C0012249,diap,Digital Radiography
C0013341,diap,Dye Dilution Technique
C0013516,diap,Echocardiography
C0013518,diap,Contrast echocardiography procedure
C0013520,diap,"Echocardiography, Doppler"
C0013521,diap,"Echocardiography, Doppler, Color"
C0013522,diap,"Echocardiography, M-Mode"
C0013523,diap,"Echocardiography, Doppler, Pulsed"
C0013524,diap,2D Echocardiography
C0013526,diap,Echoencephalography
C0013798,diap,Electrocardiogram
C0013799,diap,"Electrocardiography, Ambulatory"
C0013819,diap,Electroencephalography
C0013839,diap,Electromyography
C0013867,diap,Electroretinography
C0014245,diap,Endoscopy (procedure)
C0015260,diap,Exercise stress test
C0016356,diap,Fluoroscopy
C0017195,diap,Endoscopy of stomach
C0017728,diap,Glucose Clamp Technique
C0017741,diap,Glucose tolerance test
C0018793,diap,Heart Auscultation
C0018795,diap,Cardiac Catheterization Procedures
C0021061,diap,Immunologic Tests
C0024119,diap,Pulmonary function tests
C0024129,diap,Lung Volume Measurements
C0024219,diap,Lymphangiography
C0024485,diap,Magnetic Resonance Imaging
C0024487,diap,Magnetic Resonance Spectroscopy
C0024671,diap,Mammography
C0024870,diap,Mass Screening
C0025065,diap,Mediastinoscopy
C0026426,diap,Blood pressure monitoring
C0027081,diap,Myography
C0027431,diap,Nasal Provocation Tests
C0027646,diap,Diagnostic Neoplasm Staging
C0027853,diap,Neurologic Examination
C0027902,diap,Neuropsychological Tests
C0028708,diap,Nutrition Assessment
C0028792,diap,Occult blood screen
C0029085,diap,Ophthalmodynamometry
C0029090,diap,Ophthalmoscopy
C0029161,diap,Oral Glucose Tolerance Test
C0029375,diap,Oscillometry
