cui,type,name
C0001117,ortf,Acid-Base Equilibrium
C0001884,ortf,Airway Resistance Test
C0004048,ortf,Inspiration function
C0005778,ortf,Blood coagulation
C0005855,ortf,Blood-Retinal Barrier
C0005972,ortf,Bone Regeneration
C0005974,ortf,Bone Resorption
C0006660,ortf,Physiologic calcification
C0006906,ortf,Capillary Permeability
C0007227,ortf,Cardiovascular Physiological Phenomena
C0007818,ortf,Cerebrovascular Circulation
C0010067,ortf,Coronary Circulation
C0010985,ortf,Dark Adaptation
C0011382,ortf,Dental Occlusion
C0011435,ortf,Dentinogenesis
C0012797,ortf,Diuresis
C0013936,ortf,Embryonic Development
C0014362,ortf,Enterohepatic Circulation
C0014819,ortf,Erythropoiesis
C0015214,ortf,Evoked Potentials
C0015215,ortf,Auditory Evoked Potentials
C0015216,ortf,Somatosensory Evoked Potentials
C0015326,ortf,Expiratory Reserve Volume
C0015413,ortf,Eye Movements
C0016426,ortf,Follicular Atresia
C0016815,ortf,Functional Residual Capacity
C0017001,ortf,Gametogenesis
C0017127,ortf,Gastric Emptying
C0017184,ortf,Gastrointestinal Motility
C0017191,ortf,Gastrointestinal transit procedure
C0017654,ortf,Glomerular Filtration Rate
C0018129,ortf,Graft Rejection
C0018131,ortf,Graft Survival
C0018951,ortf,Hematopoiesis
C0018952,ortf,Extramedullary Hematopoiesis Function
C0019010,ortf,Hemodynamics
C0019116,ortf,Hemostatic function
C0020965,ortf,Active immunity
C0021055,ortf,Immunologic Memory
C0021516,ortf,nerve supply
C0021586,ortf,Insemination
C0021826,ortf,Intestinal Absorption
C0021838,ortf,Intestinal Motility
C0021880,ortf,Intracranial Pressure
C0022205,ortf,Isometric Contraction
C0022566,ortf,"Keratinization, function"
C0022925,ortf,Lactation
C0022929,ortf,"Lactation, Prolonged"
C0023907,ortf,Liver Regeneration
C0024112,ortf,Lung Compliance
C0024888,ortf,Chewing
C0025962,ortf,Microcirculation
C0026687,ortf,Mucociliary Clearance
C0026820,ortf,Muscle Contraction
C0027045,ortf,Myocardial Contraction
C0027477,ortf,Natriuresis
C0027767,ortf,Nervous System Physiological Phenomena
C0027793,ortf,Synaptic Transmission
C0027880,ortf,Neuronal Plasticity
C0027911,ortf,Neurosecretion
C0028877,ortf,Odontogenesis
C0029047,ortf,Oogenesis
C0029433,ortf,Osteogenesis
C0029965,ortf,Ovulation
C0031133,ortf,Peristalsis
C0031924,ortf,Piloerection
C0032058,ortf,Placentation
C0032173,ortf,Platelet Activation
C0034057,ortf,Pulmonary Circulation
C0034059,ortf,Pulmonary Diffusing Capacity
C0034071,ortf,Pulmonary Gas Exchange
C0034158,ortf,"Pursuit, Smooth"
C0034929,ortf,Reflex action
C0034963,ortf,Natural regeneration
C0034965,ortf,Regional Blood Flow
C0035070,ortf,Renal Circulation
C0035213,ortf,Pulmonary Ventilation
C0035230,ortf,Respiratory Mechanics
C0035245,ortf,Respiratory physiology
C0036104,ortf,secretion of saliva
C0036658,ortf,Esthesia
C0037269,ortf,Skin Absorption
C0037271,ortf,Skin Aging
C0037289,ortf,Skin Physiological Phenomena
C0037290,ortf,Skin Pigmentation
C0037846,ortf,Sperm Maturation
C0037990,ortf,Splanchnic Circulation
C0039336,ortf,Taste Perception
C0040210,ortf,Tidal Volume
C0040297,ortf,Tissue Survival
C0042059,ortf,Urodynamics
C0042130,ortf,Uterine Contraction
C0042396,ortf,Vascular constriction (function)
C0042495,ortf,Ventilation-Perfusion Ratio
C0042834,ortf,Vital capacity
C0078994,ortf,Atrial Function
C0078995,ortf,"Atrial Function, Left"
C0079043,ortf,Bronchoconstriction
C0079949,ortf,Osseointegration
C0079991,ortf,Passive Range of Motion function
C0080309,ortf,Ventricular Function
C0080310,ortf,Left Ventricular Function
C0080311,ortf,"Ventricular Function, Right"
C0085085,ortf,Gallbladder Emptying
C0085268,ortf,Bone remodeling
C0086571,ortf,Lung Capacities
C0150479,ortf,Blood gas
C0162336,ortf,"Permeability, Microvascular"
C0162337,ortf,Vascular Permeability
C0178679,ortf,Histogenic Process
C0206123,ortf,Clonal Deletion
C0206162,ortf,Baroreflex
C0206249,ortf,Long-Term Potentiation
C0221145,ortf,Thrombopoiesis
C0231484,ortf,Muscle function
C0231493,ortf,Muscle property
C0231494,ortf,Muscle elasticity
C0231508,ortf,Reinnervation
C0231542,ortf,Bone function
C0231593,ortf,Joint formation
C0231830,ortf,Ciliary action
C0231921,ortf,Pulmonary function
C0231940,ortf,Alveolar ventilation function
C0231953,ortf,Lung volume
C0232048,ortf,Hering-Breuer reflex
C0232102,ortf,Blood fluidity
C0232108,ortf,Arterial pulse pressure
C0232164,ortf,Cardiac function
C0232177,ortf,Cardiac flow
C0232187,ortf,Cardiac rhythm type
C0232445,ortf,Acid mantle
C0232524,ortf,Swallowing reflex
C0232531,ortf,Esophageal pressure
C0232552,ortf,Gastric acid secretion
C0232572,ortf,Gastric motility
C0232611,ortf,Small bowel function
C0232741,ortf,Liver function
C0232750,ortf,Bile formation
C0232754,ortf,Bile secretion
C0232757,ortf,Bile acid secretion
C0232786,ortf,Pancreatic function
C0232787,ortf,Pancreatic secretion function
C0232804,ortf,Renal function
C0232809,ortf,Glomerular filtration
C0232816,ortf,Tubular reabsorption
C0232823,ortf,Osmotic diuresis
C0232827,ortf,Urinary concentration
C0232840,ortf,Bladder function
