cui,type,name
C0005612,orga,Birth Weight
C0005850,orga,Blood Volume
C0005885,orga,Body Composition
C0005901,orga,Body Size
C0005903,orga,Body Temperature
C0005910,orga,Body Weight
C0017504,orga,Gestational Age
C0018810,orga,heart rate
C0020969,orga,"Immunity, Innate"
C0021575,orga,Insecticide Resistance
C0028719,orga,Nutritional Requirements
C0034537,orga,Radiation Tolerance
C0036866,orga,Sex Characteristics
C0038846,orga,Supine Position
C0079399,orga,Gender
C0085732,orga,Ability
C0150904,orga,patient is male
C0150905,orga,patient is female
C0162657,orga,Cell Shape
C0162658,orga,Cell Size
C0220898,orga,Predisposition -- attribute
C0233427,orga,Beautiful appearance
C0237865,orga,Propensity to adverse reactions to drug
C0242640,orga,Multi-Drug Resistance
C0242960,orga,Genetic Heterogeneity
C0314657,orga,Genetic Predisposition to Disease
C0392209,orga,Nutritional status
C0449911,orga,View
C0489650,orga,ST-T segment
C0489767,orga,salt intake
C0489786,orga,Height
C0520927,orga,Decreased fertility
C0552389,orga,cross section
C0552510,orga,Injury cause
C0552579,orga,Pregnancy Status
C0552601,orga,Resistivity index
C0552635,orga,Transport mode
C0557155,orga,Life event observable
C0596796,orga,Exoskeleton
C0597140,orga,oral tolerance
C0597308,orga,protozoal cyst
C0597650,orga,virus characteristic
C0597653,orga,virus infection mechanism
C0597654,orga,virus morphology
C0599954,orga,virus tropism
C0678922,orga,genetic trait
C0686730,orga,Personal risk factor
C0686794,orga,Abnormal host response
C0752078,orga,Vancomycin Resistance
C0806140,orga,Flow
C0807745,orga,resistance.index
C0946010,orga,Cylinder (shape)
C0946292,orga,polarization
C0946401,orga,ocular sphere
C0949285,orga,"Antibiotic Resistance, Microbial"
C0949670,orga,"Drug Resistance, Viral"
C0949686,orga,"Drug Resistance, Fungal"
C1136169,orga,Pathogenicity
C1136181,orga,"Resistance, Natural"
C1148362,orga,Hepatitis B virus genotype
C1148433,orga,Vital Status
C1262869,orga,Body position
C1317145,orga,Bone height
C1317169,orga,caries risk
C1317301,orga,diabetes status
C1537068,orga,Virus Internalization
C1706211,orga,Charge (electrical)
C2350024,orga,Metabolic Stress
C2362326,orga,Sexual Health
C3656664,orga,Body muscle mass
C3656665,orga,Body fat mass
C3687582,orga,Produces milk for human food
C4042916,orga,Genetic Background
C4086242,orga,Disease Phenotype
C4505323,orga,Clinical Deterioration
