cui,type,name
C0001272,celf,Action Potentials
C0003261,celf,Antibody Formation
C0003272,celf,Antibody-Dependent Cellular Cytotoxicity
C0004391,celf,Autophagy
C0004462,celf,Axonal Transport
C0007577,celf,Cell Adhesion
C0007580,celf,Cell Aggregation
C0007581,celf,Cellular Senescence
C0007582,celf,Cell Communication
C0007586,celf,Cell Cycle
C0007587,celf,Cell Death
C0007588,celf,Cell Degranulation
C0007589,celf,Cell Differentiation process
C0007590,celf,Cell division
C0007591,celf,Cell division phases
C0007595,celf,cell growth
C0007605,celf,Cell Membrane Permeability
C0007608,celf,cell motility
C0007613,celf,Cell physiology
C0007620,celf,Cell Survival
C0008018,celf,Chemotaxis
C0008019,celf,"Chemotaxis, Leukocyte"
C0009835,celf,Contact Inhibition
C0010813,celf,Cytokinesis
C0010839,celf,Cytoplasmic streaming
C0013081,celf,Down-Regulation
C0014139,celf,Endocytosis
C0014768,celf,Erythrocyte Aging
C0015283,celf,Exocytosis
C0018899,celf,Hemadsorption
C0019595,celf,Histamine Release
C0020987,celf,Immunocompetence
C0024262,celf,Lymphocyte Activation
C0024426,celf,Macrophage Activation
C0025186,celf,Meiosis
C0025251,celf,Membrane Potentials
C0026244,celf,Mitochondrial Swelling
C0026255,celf,Mitosis
C0027756,celf,Nerve Regeneration
C0031308,celf,Phagocytosis
C0031945,celf,Pinocytosis
C0032174,celf,"Platelet adhesion, function"
C0032176,celf,Platelet aggregation
C0034782,celf,Receptor-Mediated Signal Transduction
C0037083,celf,Signal Transduction
C0037848,celf,Sperm Motility
C0037864,celf,Spermatogenesis
C0040682,celf,cell transformation
C0041904,celf,Up-Regulation (Physiology)
C0079394,celf,"Resting Phase, Cell Cycle"
C0085416,celf,Respiratory Burst
C0086982,celf,Signal Transduction Pathways
C0162585,celf,Ion Transport
C0162638,celf,Apoptosis
C0178666,celf,glucose transport
C0206430,celf,Antigen Processing
C0206431,celf,Antigen Presentation
C0230871,celf,Mitochondrial Fission
C0231551,celf,Osteoblast function
C0232976,celf,Spermiogenesis
C0234573,celf,Axon function
C0277921,celf,Diapedesis
C0282299,celf,Toxicokinetics
C0282636,celf,Cell Respiration
C0301896,celf,Cell-Mediated Cytolysis
C0302122,celf,Leukocytic migration
C0302123,celf,Lymphocytic migration
C0302167,celf,capping
C0311434,celf,Cell membrane potential
C0312860,celf,"Neutrophil migration, function"
C0312861,celf,Neutrophil chemotaxis
C0312862,celf,Lymphocyte chemotaxis
C0333904,celf,Karyopyknosis
C0333928,celf,Stain reaction
C0525010,celf,Autocrine Communication
C0525011,celf,Paracrine Communication
C0544888,celf,Mitotic arrest
C0596078,celf,amino acid transport
C0596144,celf,auxotrophy
C0596233,celf,release of sequestered calcium ion into cytoplasm
C0596286,celf,Cell Growth Regulation
C0596290,celf,Cell Proliferation
C0596564,celf,fatty acid transport
C0596846,celf,Lipid Transport
C0596873,celf,lymphocyte proliferation
C0596897,celf,membrane activity
C0596898,celf,membrane biogenesis
C0596991,celf,myelination
C0597056,celf,neuronal guidance
C0597306,celf,protoplasm motility
C0597361,celf,Receptor Mediated Endocytosis
C0597601,celf,Transcytosis
C0598104,celf,tissue respiration
C0598501,celf,Chromosome Pairing
C0598720,celf,RNA Transport
C0598773,celf,leukocyte proliferation
C0598838,celf,membrane assembly
C0598948,celf,axonal guidance
C0598949,celf,axonal sprouting
C0598952,celf,anterograde transport
C0598953,celf,retrograde transport
C0598954,celf,fast axonal transport
C0598964,celf,neurotransmitter release
C0599702,celf,reuptake
C0599718,celf,Cellular translocation
C0599733,celf,cell killing
C0599813,celf,Intracellular translocation
C0599814,celf,Intracellular Transport
C0599893,celf,Protein translocation
C0599894,celf,cellular targeting
C0599895,celf,protein transport
C0599896,celf,trafficking
C0599952,celf,modulation by virus of host morphology or physiology
C0600430,celf,Calcium Waves
C0600431,celf,Calcium Signaling
C0600485,celf,Acrosome Reaction
C0678833,celf,cell growth and differentiation
C0678836,celf,cell recognition
C0678851,celf,mitochondrial transport
C0683144,celf,exocrine secretion
C0746885,celf,neutrophilic
C0752320,celf,MAP Kinase Signaling Pathways
C0815089,celf,Cell development
C0872070,celf,nucleocytoplasmic transport
C0872097,celf,Anoikis
C0872250,celf,protein distribution
C0887837,celf,Protein Sorting
C0887839,celf,Nuclear Import
C0887840,celf,Nuclear Export
C0949469,celf,Receptor Down-Regulation
C0949479,celf,Receptor Up-Regulation
C0949629,celf,Bystander Effect
C0949631,celf,Bystander Suppression
C0971866,celf,Myofibrillogenesis
C1136143,celf,Leukocyte Rolling
C1154393,celf,leukocyte cell-cell adhesion
C1154394,celf,neuron cell-cell adhesion
C1154413,celf,Intercellular Communication Process
C1154419,celf,vasopressin secretion
C1154462,celf,synaptic vesicle endocytosis
C1154471,celf,synaptic vesicle exocytosis
C1154580,celf,chemokinesis
C1154586,celf,sensory perception of chemical stimulus
C1154599,celf,quorum sensing
C1154615,celf,detection of nutrient
C1154637,celf,photoreceptor cell maintenance
C1154689,celf,drug transport
C1154692,celf,amiloride transport
C1154741,celf,toxin resistance
C1155000,celf,Immune Cell Activation Process
C1155002,celf,endothelial cell activation
C1155003,celf,B-Cell Activation
C1155008,celf,b-cell proliferation
C1155013,celf,T cell differentiation
C1155041,celf,regulatory T cell differentiation
C1155042,celf,T-helper cell differentiation
C1155046,celf,T-Cell Proliferation
C1155064,celf,NK Cell Activation
C1155065,celf,T-Cell Activation
C1155066,celf,alpha-beta T cell activation
C1155074,celf,mast cell activation
C1155075,celf,monocyte activation
C1155076,celf,cellular defense response
C1155080,celf,T-helper 1 type immune response
C1155229,celf,Humoral immune response
C1155251,celf,B cell mediated immunity
C1155263,celf,T-helper 2 type immune response
C1155303,celf,ER-overload response
C1155336,celf,stringent response
C1155342,celf,cellular response to unfolded protein
C1155359,celf,cytokine-mediated signaling pathway
C1155604,celf,macroautophagy
C1155631,celf,Chromosome Condensation
C1155646,celf,mitotic sister chromatid segregation
C1155676,celf,mitotic spindle organization in nucleus
C1155692,celf,Asymmetric Cell Division
C1155711,celf,Stem Cell Self-Renewal
C1155728,celf,APC activation
C1155748,celf,Mitotic Checkpoints
C1155750,celf,Mitotic Spindle Checkpoints
C1155781,celf,spindle assembly
C1155812,celf,meiosis I
C1155828,celf,synaptonemal complex assembly
C1155839,celf,Mitotic Cell Cycle
C1155872,celf,Cell Cycle Control
C1155873,celf,Cell Cycle Arrest
C1155874,celf,Cell Cycle Checkpoints
C1155876,celf,DNA replication checkpoint
C1155883,celf,schizogony
C1155939,celf,cellular component organization
C1155942,celf,pilus assembly
C1155949,celf,lamellipodium assembly
C1155963,celf,organelle organization
C1155964,celf,cytoskeleton organization
C1155966,celf,actin cytoskeleton organization
C1155968,celf,actin filament organization
C1155974,celf,actin modification
C1155980,celf,actin filament depolymerization
C1155982,celf,actin filament polymerization
C1156002,celf,establishment of cell polarity
C1156019,celf,microtubule cytoskeleton organization
C1156031,celf,Microtubule Depolymerization Process
C1156032,celf,Microtubule Polymerization Process
C1156035,celf,anterograde axonal transport
C1156037,celf,retrograde axonal transport
C1156062,celf,lysosomal lumen acidification
C1156063,celf,lysosomal transport
C1156067,celf,Mitochondrial Fusion
C1156086,celf,pexophagy
C1156090,celf,peroxisome membrane biogenesis
C1156098,celf,plasma membrane organization
C1156126,celf,vacuole organization
C1156140,celf,ribosome biogenesis
C1156141,celf,ribosome assembly
C1156182,celf,membrane disassembly
C1156189,celf,nucleosome assembly
C1156233,celf,nucleologenesis
C1156237,celf,Stimulation of Cell Proliferation
C1156238,celf,cell morphogenesis
C1156243,celf,colony morphology
C1156245,celf,Growth pattern
C1156246,celf,filamentous growth
C1156247,celf,hyphal growth
C1156248,celf,pseudohyphal growth
C1156269,celf,regulation of calcium ion concentration
C1156273,celf,iron ion homeostasis
C1156277,celf,zinc homeostasis
C1156287,celf,cell redox homeostasis
C1156292,celf,negative regulation of cell volume
C1156309,celf,syncytium formation by plasma membrane fusion
C1157569,celf,viral translation
C1158467,celf,nitrate assimilation
C1158693,celf,RNA localization
C1158715,celf,RNA export from nucleus
C1158716,celf,mRNA export from nucleus
C1158770,celf,Transcriptional Regulation
C1158773,celf,Carbon Catabolite Repression
C1158774,celf,negative regulation of transcription by glucose
C1158916,celf,hemoglobin import
C1159314,celf,viral protein processing
C1159339,celf,Protein Secretion
C1159342,celf,Secretory Pathway
C1159343,celf,constitutive secretory pathway
C1159344,celf,ER to Golgi vesicle-mediated transport
C1159360,celf,cisternal progression
C1159367,celf,"retrograde vesicle-mediated transport, Golgi to ER"
C1159383,celf,protein export from nucleus
C1159387,celf,protein import into nucleus
C1159451,celf,ascospore formation
C1159455,celf,syncytium formation
C1159471,celf,urea transport
C1159504,celf,neutral amino acid transport
C1159527,celf,glucose uptake
C1159563,celf,Cytoplasmic transport
C1159568,celf,extracellular transport
C1159569,celf,fluid transport
C1159571,celf,water transport
C1159576,celf,proton transport
C1159585,celf,anion transport
C1159589,celf,bicarbonate transport
C1159591,celf,chloride transport
C1159592,celf,transepithelial chloride transport
C1159601,celf,sulfate transport
C1159620,celf,bile acid transport
C1159622,celf,bilirubin transport
C1159655,celf,calcium ion transport
C1159668,celf,iron transport
C1159690,celf,sodium ion transport
C1159709,celf,cholesterol transport
C1159710,celf,lipopolysaccharide transport
C1159762,celf,opsonization
C1159772,celf,intracellular protein transport
C1159777,celf,Peptide Transport
C1159788,celf,transport of virus
C1159789,celf,intracellular virion transport
C1159801,celf,heme transport
C1159807,celf,natural killer cell mediated cytotoxicity
C1159821,celf,apoptotic program
C1159843,celf,inflammatory cell apoptotic process
C1159856,celf,retinal cell programmed cell death
C1159881,celf,nucleolar fragmentation
C1159884,celf,fat cell differentiation
C1159909,celf,keratinocyte differentiation
C1159914,celf,lymphocyte differentiation
C1159918,celf,T cell selection
C1159946,celf,macrophage differentiation
C1159954,celf,monocyte differentiation
C1159970,celf,neuron differentiation
C1159974,celf,osteoblast differentiation
C1159978,celf,osteoclast differentiation
C1160037,celf,cell fate determination
C1160186,celf,unidirectional conjugation
C1160428,celf,pole plasm assembly
C1160466,celf,conjugation
C1160501,celf,germ cell development
C1160520,celf,oocyte maturation
C1160577,celf,acid secretion
C1160609,celf,extracellular matrix organization
C1160649,celf,virion attachment to host cell
C1160657,celf,Virus Uncoating
C1160692,celf,virus maturation
C1160693,celf,viral release from host cell
C1160697,celf,non-lytic viral release
C1160698,celf,viral budding
C1160699,celf,viral exocytosis
C1160700,celf,viral gene expression
C1160701,celf,viral genome replication
C1160714,celf,transformation of host cell by virus
C1160716,celf,viral transmission
C1256369,celf,insulin secretion
C1257986,celf,Cross-Presentation
C1268819,celf,Induced platelet aggregation
C1317556,celf,Natural killer cell function
C1318468,celf,cell mediated immune response
C1325288,celf,cell cycle regulator
C1325417,celf,vesicle-mediated transport
C1325881,celf,biofilm formation
C1325887,celf,focal adhesion assembly
C1326079,celf,natural killer cell differentiation
C1326080,celf,muscle cell differentiation
C1326082,celf,Granulocyte differentiation
C1326120,celf,cell activation
C1326121,celf,astrocyte activation
C1326152,celf,establishment of T cell polarity
C1326153,celf,immunological synapse formation
C1326154,celf,natural killer cell proliferation
C1326160,celf,activated T cell proliferation
C1326161,celf,T cell homeostatic proliferation
C1326169,celf,microglial cell activation
C1326202,celf,B cell apoptotic process
C1326205,celf,Positive Regulation of Apoptosis
C1326207,celf,"Programmed Cell Death, Type II"
C1326212,celf,neutrophil apoptotic process
C1326227,celf,leukocyte homeostasis
C1326228,celf,B cell homeostasis
C1326229,celf,neutrophil homeostasis
C1326230,celf,T cell homeostasis
C1326236,celf,filopodium assembly
C1326276,celf,organelle fission
C1326277,celf,organelle fusion
C1326279,celf,membrane raft assembly
C1326292,celf,pore complex assembly
C1326341,celf,Epithelial Cell Proliferation
C1326347,celf,fibroblast proliferation
C1326356,celf,amino acid import
C1326393,celf,Golgi vesicle transport
C1326471,celf,Protein Import
C1326474,celf,vesicle fusion
C1326475,celf,vesicle targeting
C1326485,celf,nonselective vesicle assembly
C1326489,celf,vesicle docking
C1326500,celf,Leukocyte Trafficking
C1326501,celf,eosinophil chemotaxis
C1326503,celf,neural crest cell migration
C1326504,celf,neuron migration
C1326514,celf,synapse organization
C1326829,celf,actin cytoskeleton reorganization
C1326927,celf,pyrethroid resistance
C1327414,celf,cytokine secretion
C1327415,celf,interleukin-1 secretion
C1327420,celf,interleukin-1 beta secretion
C1327439,celf,immunoglobulin secretion
C1327543,celf,positive chemotaxis
C1327616,celf,Cell secretion
C1328922,celf,leukocyte homing
C1371607,celf,Increased Extracellular Communication [PE]
C1371834,celf,Decreased Phagocytosis [PE]
C1450027,celf,Cell Enlargement
C1450136,celf,Cell Growth Processes
C1450355,celf,Prometaphase
C1511002,celf,b cell differentiation
C1511632,celf,Cytoskeletal Modeling
C1512589,celf,IL17 Signaling Pathway
C1512590,celf,IL18 Signaling Pathway
C1512596,celf,IL4 Signaling Pathway
C1512644,celf,Leukocyte Apoptotic Process
C1512810,celf,Focal adhesion pathway
C1513082,celf,Megakaryocyte Proliferation
C1513177,celf,Metastasis Induction
C1513285,celf,Negative Regulation of Microtubule Depolymerization
C1514121,celf,Nerve Cell Survival
C1514758,celf,Receptor Activation Process
C1514761,celf,Negative Regulation of Receptor Activation
C1514964,celf,Stem Cell Differentiation
C1515126,celf,T-Cell Development
C1515432,celf,T-Cell Differentiation in the Thymus
C1515979,celf,Anchorage-Independent Growth
C1516022,celf,Antimicrobial Effect
C1516334,celf,Cell Cycle Progression
C1516337,celf,Cell Cycle Phase
C1516338,celf,Positive Regulation of Cell Death
C1516339,celf,Negative Regulation of Cell Death
C1516348,celf,Cell Maintenance
C1516349,celf,Cell Maturation
C1516353,celf,Cell Mobility
C1516369,celf,Cellular Infiltration
C1516375,celf,Cellular Tropism
C1516543,celf,Mitotic Sister Chromatid Cohesion
C1516743,celf,Complement-Dependent Cytotoxicity
C1517052,celf,Extracellular Matrix Degradation
C1517340,celf,G1/S Transition Checkpoint
C1517347,celf,G2-M Cell Cycle Checkpoint
C1518060,celf,Lymphocyte Apoptotic Process
C1518102,celf,MAPK Signaling Pathway
C1518147,celf,Negative Regulation of Mitosis
C1519167,celf,Negative Regulation of S Phase
C1519312,celf,Signal Transduction Inhibition
C1519544,celf,Toll-Like Receptor Pathway
C1519624,celf,Transmembrane Transport
C1522822,celf,pH elevation
C1523038,celf,microtubule severing
C1523039,celf,actin filament severing
C1523052,celf,DNA transport
C1523053,celf,mRNA transport
C1523116,celf,positive regulation of NF-kappaB transcription factor activity
C1523156,celf,NK T cell activation
C1523246,celf,spindle elongation
C1523250,celf,establishment of RNA localization
C1523251,celf,maintenance of RNA location
C1523298,celf,epithelial to mesenchymal transition
C1523361,celf,Activation of Membrane Attack Complex
C1523368,celf,T cell mediated cytotoxicity
C1523795,celf,stress fiber assembly
C1523887,celf,erythrocyte maturation
C1523908,celf,apoptotic cell clearance
C1523935,celf,cellular catabolic process
C1523936,celf,cellular biosynthetic process
C1523942,celf,cellular lipid metabolic process
