cui,type,name
C0000780,bpoc,Abomasum
C0001162,bpoc,Acoustic Nerve
C0001209,bpoc,Acromion
C0001428,bpoc,Adenoidal structure
C0001575,bpoc,Uterine adnexae structure
C0001613,bpoc,Adrenal Cortex
C0001625,bpoc,Adrenal Glands
C0001629,bpoc,Adrenal Medulla
C0001878,bpoc,Air Sacs
C0002708,bpoc,Amygdaloid structure
C0002759,bpoc,Anal Sacs
C0003058,bpoc,Animal Structures
C0003151,bpoc,Anterior chamber of eye structure
C0003452,bpoc,Antlers
C0003461,bpoc,Anus
C0003483,bpoc,Aorta
C0003584,bpoc,Apocrine Glands
C0003617,bpoc,Appendix
C0003741,bpoc,Structure of nucleus infundibularis hypothalami
C0003842,bpoc,Arteries
C0003847,bpoc,Structure of arteriole
C0004302,bpoc,Auditory area
C0004308,bpoc,Auditory pathway structure
C0004781,bpoc,Basal Ganglia
C0004811,bpoc,Structure of basilar artery
C0004895,bpoc,Beak
C0005393,bpoc,Structure of bile canaliculus
C0005400,bpoc,Bile duct structure
C0005401,bpoc,Intrahepatic bile duct
C0005423,bpoc,Biliary tract structure
C0005682,bpoc,Urinary Bladder
C0005847,bpoc,Blood Vessel
C0005854,bpoc,Blood - brain barrier anatomy
C0005953,bpoc,Bone Marrow
C0006087,bpoc,Structure of brachial artery
C0006094,bpoc,Structure of brachiocephalic artery
C0006104,bpoc,Brain
C0006121,bpoc,Brain Stem
C0006141,bpoc,Breast
C0006255,bpoc,Bronchi
C0006270,bpoc,Bronchioles
C0006323,bpoc,Brunner Glands
C0006366,bpoc,Bulbourethral gland structure
C0006383,bpoc,Accessory atrioventricular bundle (body structure)
C0006440,bpoc,Bursa of Fabricius
C0006901,bpoc,Blood capillaries
C0007272,bpoc,Carotid Arteries
C0007531,bpoc,Cecum
C0007569,bpoc,Celiac Artery
C0007763,bpoc,Cerebellar Nuclei
C0007765,bpoc,Cerebellum
C0007770,bpoc,Structure of cerebral artery
C0007776,bpoc,Cerebral cortex
C0007793,bpoc,Cerebral Peduncle
C0007874,bpoc,Cervix Uteri
C0008484,bpoc,Structure of chordae tendineae cordis
C0008520,bpoc,Choroid
C0008524,bpoc,Structure of choroid plexus
C0008779,bpoc,Ciliary Body
C0008919,bpoc,Claw
C0008987,bpoc,Cloaca Chamber
C0009195,bpoc,Cochlear structure
C0009201,bpoc,Cochlear Nerve
C0009368,bpoc,Colon structure (body structure)
C0009758,bpoc,conjunctiva
C0010031,bpoc,Cornea
C0010040,bpoc,Corneal Stroma
C0010075,bpoc,Coronary Vessels
C0010090,bpoc,Corpus Callosum
C0010092,bpoc,Structure of corpus luteum of ovary
C0010268,bpoc,Cranial Nerves
C0010316,bpoc,Structure of cribriform plate
C0010352,bpoc,Avian crop
C0010482,bpoc,Cuspid
C0011106,bpoc,Decidua
C0011343,bpoc,Dental Cementum
C0011399,bpoc,Dental Pulp
C0011443,bpoc,Dentition
C0011665,bpoc,Structure of Descemet's membrane
C0011666,bpoc,Descending aorta
C0011980,bpoc,Respiratory Diaphragm
C0012144,bpoc,Structure of diencephalon
C0013303,bpoc,Duodenum
C0013313,bpoc,Dura Mater
C0013443,bpoc,Ear structure
C0013444,bpoc,External auditory canal structure
C0013450,bpoc,Ear ossicle structure
C0013453,bpoc,External Ear
C0014124,bpoc,Endocardium
C0014133,bpoc,Endocrine Glands
C0014180,bpoc,Endometrium
C0014533,bpoc,Epididymis
C0014540,bpoc,Epiglottis structure
C0014570,bpoc,Epiphysis of bone
C0014876,bpoc,Esophagus
C0015183,bpoc,Eustachian Tube
C0015385,bpoc,Limb structure
C0015392,bpoc,Eye
C0015420,bpoc,Eyebrow structure
C0015422,bpoc,Eyelash
C0015426,bpoc,Eyelid structure
C0015460,bpoc,Facial Muscles
C0015560,bpoc,Fallopian Tubes
C0015665,bpoc,Fat Body
C0015731,bpoc,Feathers
C0015801,bpoc,Structure of femoral artery
C0015809,bpoc,Femoral vein
C0015811,bpoc,Femur
C0015813,bpoc,Head of femur
C0015815,bpoc,Structure of neck of femur
C0016068,bpoc,Fibula
C0016504,bpoc,Foot
C0016733,bpoc,frontal lobe
C0016976,bpoc,Gallbladder
C0017067,bpoc,Ganglia
C0017068,bpoc,Autonomic ganglion
C0017070,bpoc,"Ganglia, Spinal"
C0017071,bpoc,Sympathetic Ganglia
C0017130,bpoc,Gastric Glands
C0017420,bpoc,Genitalia
C0017421,bpoc,Female genitalia
C0017558,bpoc,Gill structure
C0017562,bpoc,Gingiva
C0017651,bpoc,Globus Pallidus
C0018067,bpoc,Gonadal structure
C0018120,bpoc,Ovarian Follicle
C0018494,bpoc,Hair
C0018534,bpoc,Hallux structure
C0018563,bpoc,Hand
C0018597,bpoc,Harderian Gland
C0018787,bpoc,Heart
C0018792,bpoc,Heart Atrium
C0018826,bpoc,Heart Valves
C0018827,bpoc,Heart Ventricle
C0019145,bpoc,Hepatic artery
C0019564,bpoc,Hippocampus (Brain)
C0019908,bpoc,Hoof
C0019939,bpoc,Horns
C0020164,bpoc,Bone structure of humerus
C0020663,bpoc,Hypothalamic structure
C0020880,bpoc,Ileocecal Valve
C0020885,bpoc,ileum
C0020889,bpoc,Bone structure of ilium
C0021156,bpoc,Incisor
C0021358,bpoc,Inferior Colliculus
C0021640,bpoc,Insula of Reil
C0021724,bpoc,Structure of intercostal muscle
C0021815,bpoc,Intervertebral disc structure
C0021851,bpoc,Large Intestine
C0021852,bpoc,"Intestines, Small"
C0021853,bpoc,Intestines
C0022077,bpoc,Iris (Eye)
C0022122,bpoc,Bone structure of ischium
C0022131,bpoc,Islets of Langerhans
C0022359,bpoc,Jaw
C0022378,bpoc,Jejunum
C0022427,bpoc,Structure of jugular vein
C0022445,bpoc,Juxtaglomerular Apparatus
C0022646,bpoc,Kidney
C0022655,bpoc,Structure of cortex of kidney
C0022663,bpoc,Kidney Glomerulus
C0022664,bpoc,Structure of medulla of kidney
C0022674,bpoc,Renal tubule structure
C0022675,bpoc,Structure of collecting tubule
C0022676,bpoc,Distal convoluted renal tubule structure
C0022677,bpoc,"Kidney Tubules, Proximal"
C0022889,bpoc,Labyrinth
C0022907,bpoc,Lacrimal gland structure
C0023056,bpoc,Laryngeal Nerves
C0023078,bpoc,Larynx
C0023079,bpoc,laryngo-pharyngeal
C0023317,bpoc,"Lens, Crystalline"
C0023884,bpoc,Liver
C0023951,bpoc,Structure of locus ceruleus
C0024091,bpoc,Bone structure of lumbar vertebra
C0024109,bpoc,Lung
C0024204,bpoc,lymph nodes
C0024496,bpoc,Main Bronchus
C0024631,bpoc,Malleus
C0024687,bpoc,Mandible
C0024876,bpoc,Masseter muscle structure
C0024890,bpoc,Masticatory muscles
C0024947,bpoc,Maxilla
C0025032,bpoc,Mechanoreceptors
C0025148,bpoc,Medulla Oblongata
C0025181,bpoc,Structure of meibomian gland
C0025285,bpoc,Meninges
C0025462,bpoc,Midbrain structure
C0025465,bpoc,Mesenteric Arteries
C0025473,bpoc,Structure of mesenteric vein
C0026264,bpoc,Mitral Valve
C0026639,bpoc,Oral mucous membrane structure
C0027028,bpoc,Myenteric Plexus
C0027088,bpoc,myometrium
C0027342,bpoc,Nail plate
C0027437,bpoc,Nasolacrimal duct structure
C0027442,bpoc,Nasopharynx
C0027532,bpoc,Skeletal muscle structure of neck
C0027713,bpoc,Nephrons
C0028058,bpoc,Nictitating Membrane
C0028109,bpoc,Nipples
C0028246,bpoc,Nociceptors
C0028429,bpoc,Nose
C0028633,bpoc,Nucleus Accumbens
C0028785,bpoc,Occipital lobe
C0028936,bpoc,Structure of olfactory bulb
C0028938,bpoc,Olfactory Nerve
C0028939,bpoc,Olfactory Pathways
C0028972,bpoc,Omasum
C0028977,bpoc,Omentum
C0029126,bpoc,Optic Chiasms
C0029127,bpoc,Optic Disk
C0029129,bpoc,"Optic Lobe, Nonmammalian"
C0029130,bpoc,Optic Nerve
C0029894,bpoc,Structure of otoconia
C0029939,bpoc,Ovary
C0029954,bpoc,animal Oviduct
C0030219,bpoc,"Palate, Soft"
C0030274,bpoc,Pancreas
C0030288,bpoc,Pancreatic duct
C0030352,bpoc,Structure of papillary muscle
C0030518,bpoc,Parathyroid gland
C0030532,bpoc,Structure of paraventricular nucleus
C0030560,bpoc,Parietal Lobe
C0030580,bpoc,Parotid Gland
C0030647,bpoc,Patella
C0030747,bpoc,Pectoralis Muscles
C0030851,bpoc,penis
C0031050,bpoc,Pericardial sac structure
C0031093,bpoc,Periodontal Ligament
C0031104,bpoc,Periodontium
C0031119,bpoc,Peripheral Nerves
C0031153,bpoc,Peritoneum
C0031272,bpoc,Structure of aggregated lymphoid follicle of small intestine
