cui,type,name
C0000184,aapp,"2',3'-Cyclic-Nucleotide Phosphodiesterases"
C0000189,aapp,2-5A Synthetase
C0000378,aapp,Droxidopa
C0000392,aapp,beta-Alanine
C0000530,aapp,5'-NUCLEOTIDASE
C0000578,aapp,5-Hydroxytryptophan
C0000608,aapp,6-Aminocaproic Acid
C0000829,aapp,Abrin
C0000999,aapp,Acetolactate Synthase
C0001021,aapp,Acetyl-CoA C-Acyltransferase
C0001022,aapp,Acetyl-CoA Carboxylase
C0001028,aapp,Acetate-CoA Ligase
C0001044,aapp,Acetylcholinesterase
C0001047,aapp,Acetylcysteine
C0001053,aapp,Acetylesterase
C0001060,aapp,Acetylmuramyl-Alanyl-Isoglutamine
C0001068,aapp,Acetyltransferase
C0001109,aapp,Acid Phosphatase
C0001156,aapp,Aconitate Hydratase
C0001239,aapp,Actin-Binding Protein
C0001259,aapp,Actinomycin
C0001271,aapp,Actins
C0001291,aapp,Actomyosin
C0001347,aapp,Acute-Phase Proteins
C0001390,aapp,Acyltransferase
C0001414,aapp,Adenine Phosphoribosyltransferase
C0001457,aapp,ADENOSINE DEAMINASE
C0001464,aapp,Adenosine Kinase
C0001471,aapp,"Receptors, Purinergic P1"
C0001473,aapp,Adenosine Triphosphatases
C0001476,aapp,Ca(2+)-Transporting ATPase
C0001479,aapp,Na(+)-K(+)-Exchanging ATPase
C0001492,aapp,Adenylate Cyclase
C0001497,aapp,ADENYLATE KINASE
C0001502,aapp,ADENYLOSUCCINATE LYASE
C0001643,aapp,beta-2 Adrenergic Receptors
C0001655,aapp,Corticotropin
C0001694,aapp,Aequorin
C0001898,aapp,Alanine
C0001899,aapp,Alanine Transaminase
C0001924,aapp,Albumins
C0001942,aapp,Alcohol dehydrogenase
C0001990,aapp,Aldehyde-Lyases
C0001998,aapp,Aldolase A
C0001999,aapp,Aldolase B
C0002003,aapp,Aldehyde Reductase
C0002059,aapp,Alkaline Phosphatase
C0002139,aapp,Alloisoleucine
C0002191,aapp,alpha 1-Antitrypsin
C0002198,aapp,alpha 2-Glucoproteins
C0002199,aapp,Interferon-alpha
C0002210,aapp,alpha-Fetoproteins
C0002240,aapp,alpha-Actin
C0002245,aapp,alpha-Amylases
C0002248,aapp,alpha-Caseins
C0002257,aapp,alpha-Crystallins
C0002260,aapp,Eflornithine
C0002270,aapp,alpha-Globins
C0002272,aapp,Alpha-glucosidase
C0002287,aapp,alpha-Lactalbumin
C0002313,aapp,alpha-Thrombin
C0002317,aapp,alpha-Tropomyosin
C0002318,aapp,alpha-Tubulin
C0002402,aapp,Amanitins
C0002488,aapp,Amidohydrolases
C0002516,aapp,Amino Acid Oxidoreductases
C0002520,aapp,Amino Acids
C0002521,aapp,"Amino Acids, Branched-Chain"
C0002522,aapp,"Amino Acids, Cyclic"
C0002525,aapp,"Amino Acids, Essential"
C0002527,aapp,"Amino Acids, Sulfur"
C0002529,aapp,Amino Acyl-tRNA Synthetases
C0002563,aapp,Aminolevulinic Acid
C0002570,aapp,Aminopeptidase
C0002594,aapp,Transaminases
C0002712,aapp,Amylases
C0002716,aapp,Amyloid
C0002721,aapp,Serum Amyloid P-Component
C0002722,aapp,Amyloid Protein AA
C0002723,aapp,Serum amyloid A protein
C0002791,aapp,Anaphylatoxins
C0003006,aapp,Angiotensin I
C0003009,aapp,angiotensin II
C0003011,aapp,"Receptor, Angiotensin II"
C0003012,aapp,Angiotensin III
C0003017,aapp,Angiotensinogen
C0003018,aapp,Angiotensins
C0003241,aapp,Antibodies
C0003242,aapp,"Antibodies, Anti-Idiotypic"
C0003243,aapp,"Antibodies, Antinuclear"
C0003244,aapp,"Antibodies, Bacterial"
C0003248,aapp,Heterophile Antibodies
C0003250,aapp,Monoclonal Antibodies
C0003253,aapp,"Antibodies, Viral"
C0003313,aapp,Immune complex
C0003323,aapp,CD4 Antigens
C0003343,aapp,Viral Tumor Antigens
C0003369,aapp,Antilymphocyte Antibodies
C0003370,aapp,Antilymphocyte Globulin
C0003403,aapp,Antipain
C0003410,aapp,Antiplasmin
C0003436,aapp,Antistreptolysin O
C0003438,aapp,Antithrombin III
C0003440,aapp,Antithrombins
C0003442,aapp,"Lymphocyte Immune Globulin, Anti-Thymocyte Globulin"
C0003450,aapp,Antivenin
C0003521,aapp,Apamin
C0003590,aapp,Apoferritins
C0003591,aapp,Apolipoproteins
C0003592,aapp,Apolipoproteins A
C0003593,aapp,Apolipoproteins B
C0003594,aapp,Apolipoproteins C
C0003595,aapp,Apolipoprotein E
C0003601,aapp,Apoproteins
C0003641,aapp,Aprotinin
C0003652,aapp,Apyrase
C0003692,aapp,Arachidonate 15-Lipoxygenase
C0003693,aapp,Arachidonate 5-Lipoxygenase
C0003762,aapp,ARGINASE
C0003765,aapp,Arginine
C0003766,aapp,Lysine Carboxypeptidase
C0003768,aapp,Arginine Kinase
C0003779,aapp,Argipressin
C0003805,aapp,Aromatase
C0003806,aapp,DOPA decarboxylase
C0003927,aapp,Aryl Hydrocarbon Hydroxylases
C0003940,aapp,Arylsulfatases
C0003967,aapp,L-Ascorbate oxidase
C0003987,aapp,Asialoglycoproteins
C0003993,aapp,ASPARAGINASE
C0003995,aapp,Asparagine
C0003999,aapp,Aspartame
C0004002,aapp,Aspartate Transaminase
C0004007,aapp,Aspartate Kinase
C0004015,aapp,Aspartic Acid
C0004199,aapp,ATP Citrate (pro-S)-Lyase
C0004204,aapp,ATP Receptors
C0004358,aapp,Autoantibodies
C0004371,aapp,Autolysin
C0004434,aapp,Avidin
C0004480,aapp,Azaserine
C0004525,aapp,Azurin
C0004599,aapp,Bacitracin
C0004609,aapp,Baclofen
C0004625,aapp,Bacterial Outer Membrane Proteins
C0004627,aapp,Bacterial Proteins
C0004641,aapp,bacteriocin
C0004654,aapp,Bacteriorhodopsins
C0004891,aapp,"Fusion Proteins, bcr-abl"
C0005080,aapp,Benzopyrene Hydroxylase
C0005148,aapp,beta-1 Interferon
C0005149,aapp,beta-2 Microglobulin
C0005186,aapp,beta-Actin
C0005203,aapp,beta-Crystallins
C0005220,aapp,beta-Galactosidase
C0005221,aapp,beta-Globins
C0005239,aapp,beta-Keratins
C0005248,aapp,beta Lactoglobulin
C0005270,aapp,BETA-N-ACETYLHEXOSAMINIDASE
C0005290,aapp,beta-Tubulin
C0005554,aapp,Biopolymers
C0005740,aapp,Bleomycin
C0005789,aapp,Blood Coagulation Factor
C0005832,aapp,Blood Proteins
C0005919,aapp,Bombesin
C0006051,aapp,botulinum toxin type B
C0006100,aapp,Bradykinin
C0006217,aapp,Bromelains
C0006558,aapp,C-Peptide
C0006560,aapp,C-reactive protein
C0006599,aapp,Inactivated C3b
C0006611,aapp,Mucin-1 Antigen
C0006631,aapp,Cadherins
C0006639,aapp,Ceruletide
C0006668,aapp,Calcitonin
C0006669,aapp,Calcitonin Gene-Related Peptide
C0006685,aapp,Calcium Channel
C0006732,aapp,Calcium-Binding Proteins
C0006772,aapp,Calmodulin
C0006776,aapp,Calcium-Calmodulin-Dependent Protein Kinases
C0006784,aapp,Calpain
C0006787,aapp,Calsequestrin
C0006825,aapp,Canavanine
C0006938,aapp,Captopril
C0006961,aapp,Carbamoyl-Phosphate Synthase (Ammonia)
C0006992,aapp,Carbocysteine
C0007028,aapp,CARBONATE DEHYDRATASE
C0007034,aapp,Carbonic Anhydrase II
C0007054,aapp,Carboxy-Lyases
C0007067,aapp,Carboxylic Ester Hydrolases
C0007075,aapp,Carboxypeptidase
C0007082,aapp,Carcinoembryonic Antigen
C0007258,aapp,Carnitine
C0007262,aapp,Carnitine O-Palmitoyltransferase
C0007267,aapp,Carnosine
C0007292,aapp,Carrier Proteins
C0007332,aapp,Caseins
C0007367,aapp,CATALASE
C0007407,aapp,Catechol O-Methyltransferase
C0007427,aapp,CATHEPSIN D
C0007428,aapp,Cathepsins
C0007507,aapp,"Antigens, CD25"
C0007578,aapp,Cell Adhesion Molecules
C0007641,aapp,CELLULASE
C0007841,aapp,Ceruloplasmin
C0008145,aapp,Chitinases
C0008169,aapp,Chloramphenicol O-Acetyltransferase
C0008328,aapp,Cholecystokinin
C0008356,aapp,Cholera Toxin
C0008357,aapp,Choleragenoid
C0008381,aapp,Cholesterol Monooxygenase (Side-Chain-Cleaving)
C0008385,aapp,sterol esterase
C0008396,aapp,Cholesterol 7-alpha-Monooxygenase
C0008407,aapp,Choline O-Acetyltransferase
C0008429,aapp,Cholinesterases
C0008455,aapp,Chondroitin ABC Lyase
C0008546,aapp,Chromatin
C0008586,aapp,Chromogranins
C0008731,aapp,Chylomicrons
C0008742,aapp,CHYMOTRYPSIN
C0008746,aapp,Chymotrypsinogen
C0008747,aapp,Chymotrypsinogen A
C0008855,aapp,Citrate (si)-Synthase
C0008864,aapp,Citrulline
C0008905,aapp,Clathrin
C0009053,aapp,collagenase Clostridium histolyticum
C0009227,aapp,Coenzyme A Ligases
C0009286,aapp,Colicin E3
C0009289,aapp,Colicin Ia
C0009297,aapp,colicin
C0009299,aapp,Colicin E8
C0009315,aapp,colistimethate
C0009316,aapp,Colistin
C0009317,aapp,Colistin Sulfate
C0009325,aapp,Collagen
C0009331,aapp,Collagen Type II
C0009332,aapp,Collagen Type III
C0009333,aapp,Collagen Type IV
C0009392,aapp,Colony-Stimulating Factors
C0009412,aapp,Colostral IgA
C0009498,aapp,Complement System Proteins
C0009499,aapp,Complement component C1
C0009500,aapp,Complement C1 Inactivator Proteins
C0009502,aapp,Complement C1q
C0009506,aapp,Complement 3
C0009507,aapp,Complement C3 Convertases
C0009510,aapp,Complement C3a
C0009511,aapp,Complement C3b
