cui,type,name
C0002938,comd,Aneuploidy
C0008625,comd,Chromosome Aberrations
C0008628,comd,Chromosome Deletion
C0008629,comd,Chromosome Fragility
C0010827,comd,"Cytopathogenic Effect, Viral"
C0012860,comd,DNA Damage
C0021943,comd,Chromosome inversion
C0025568,comd,Metaplasia
C0025570,comd,Squamous metaplasia
C0027746,comd,Nerve Degeneration
C0032578,comd,Polyploidy
C0035354,comd,Retrograde Degeneration
C0040715,comd,Chromosomal translocation
C0043020,comd,Wallerian Degeneration
C0079380,comd,Frameshift Mutation function
C0162773,comd,Sequence Deletion
C0221266,comd,Dacryocyte (cell)
C0235574,comd,Intravascular hemolysis
C0242606,comd,Oxidative Stress
C0282632,comd,Antibody-Dependent Enhancement
C0302101,comd,Lymphocyte destruction
C0302106,comd,Platelet destruction
C0302113,comd,Fragility
C0333694,comd,Tetraploidy
C0333704,comd,Chromosome Breaks
C0333708,comd,Chromosome fragment
C0333729,comd,Nucleolar alteration
C0333733,comd,Satellitosis
C0333734,comd,Neuronophagia
C0333818,comd,Chediak-Higashi cell
C0333902,comd,Karyomegaly
C0333905,comd,Anisokaryosis
C0333909,comd,Binucleate cell
C0333910,comd,Hyperchromatism
C0333961,comd,Secondary hypertrophy
C0333962,comd,Physiologic hypertrophy
C0334037,comd,Intestinal metaplasia
C0334046,comd,Mild dysplasia
C0334047,comd,Moderate dysplasia
C0334048,comd,Severe dysplasia
C0391864,comd,Cytomegaly
C0392769,comd,Patch formation
C0398740,comd,Impaired phagocytosis
C0522620,comd,hypocellular
C0524869,comd,Loss of Heterozygosity
C0524894,comd,Trinucleotide Repeat Expansion
C0541642,comd,Membrane Alteration
C0544462,comd,Defective assembly
C0544884,comd,Temperature-sensitive mutation
C0544885,comd,Nonsense mutation
C0544886,comd,Somatic mutation
C0544901,comd,Nucleolar hypertrophy
C0544908,comd,Nuclear aggregate
C0544910,comd,Nuclear accumulation
C0544925,comd,Axonal swelling
C0544950,comd,Cytoplasmic aggregate
C0544951,comd,Cytoplasmic accumulation
C0544958,comd,Cell membrane alteration
C0544995,comd,Basement membrane thickening
C0545004,comd,Myelin sheath alteration
C0545017,comd,Increased mesangial matrix
C0553720,comd,Spherocytosis
C0596295,comd,cellular pathology
C0596402,comd,cytotoxicity
C0597162,comd,paired helical filament
C0597561,comd,temperature sensitive mutant
C0598309,comd,genotoxicity
C0598940,comd,Loss of neurons
C0599732,comd,cell injury
C0679429,comd,platelet dysfunction
C0872150,comd,DNA Strand Break
C0919532,comd,Genomic Instability
C0920672,comd,virus pathogenesis
C0948447,comd,chromosomal mutation
C0949628,comd,Uniparental Disomy
C1257806,comd,Chromosomal Instability
C1257899,comd,Genotoxic Stress
C1265901,comd,Abnormal cell structure
C1265904,comd,Nuclear sap alteration
C1298629,comd,Epithelial cell abnormality
C1317977,comd,Epithelial metaplasia
C1511660,comd,DNA Adduction
C1511667,comd,"DNA Breaks, Double-Stranded"
C1511780,comd,Derivative Chromosome
C1512032,comd,Dominant-Negative Mutation
C1512116,comd,EGFR Gene Amplification
C1512127,comd,ERBB2 Gene Amplification
C1512430,comd,High-Frequency Microsatellite Instability
C1513484,comd,Monosomy 8
C1514394,comd,Preneoplastic Change
C1514850,comd,Replication Error
C1515001,comd,Chromosomal structural abnormalities
C1515263,comd,Telomere Shortening
C1515562,comd,MYC Gene Amplification
C1516197,comd,Cancer Gene Mutation
C1516373,comd,Cellular Stress
C1516516,comd,Chromosomal Duplication
C1516519,comd,Chromosomal Loss
C1517332,comd,Fusion Protein Expression
C1517604,comd,Isodicentric Chromosome
C1519020,comd,Peroxisome Proliferation
C1519745,comd,UV Mutagenesis
C1520002,comd,Viral Cell Proliferation
C1520120,comd,Warburg Effect
C1705285,comd,Mutation Abnormality
C1706803,comd,Amyloidogenesis
C1709093,comd,Multiple Transition Abnormalities
C1860127,comd,Impaired T cell function
C1955829,comd,Gene Insertion
C2718060,comd,Sequence Inversion
C2827348,comd,JAK2 Gene Mutation
C2936267,comd,Haploinsufficiency
C2984891,comd,EGFR Activating Mutation
C2985434,comd,Disease-causing Mutation
C2985435,comd,Founder Mutation
C2985436,comd,Deleterious Mutation
C2985437,comd,Null Allele
C2985438,comd,Novel Mutation
C2985439,comd,De novo mutation
C3178870,comd,Endoplasmic Reticulum Stress
C3266992,comd,EGFR Gene Mutation
C3274093,comd,NRAS NP_002515.1:p.Q61K
C3897380,comd,TP53 Gene Mutation
C3898827,comd,IDH1 Gene Mutation
C4289654,comd,EGFR Exon 21 Mutation
C4329454,comd,Biallelic Mutation
C4476724,comd,Abnormal cellular phenotype
C4476796,comd,Increased reactive oxygen species production
C4524824,comd,MYC Protein Overexpression
C4531146,comd,Impaired antigen-specific response
C4531167,comd,Abnormal B cell proliferation
C4545193,comd,Partial deletion
