cui,type,name
C0008844,gngm,Cistron
C0017258,gngm,Gene Clusters
C0017272,gngm,Gene Library
C0017339,gngm,"Genes, Bacterial"
C0017340,gngm,"Genes, Developmental"
C0017342,gngm,"Genes, Dominant"
C0017345,gngm,"Genes, Fungal"
C0017346,gngm,GAG Gene
C0017347,gngm,"Genes, Homeobox"
C0017349,gngm,"Genes, MHC Class II"
C0017350,gngm,"Genes, Immunoglobulin"
C0017351,gngm,IGH gene
C0017352,gngm,"Genes, Immunoglobulin Light Chain"
C0017355,gngm,"Genes, MHC Class I"
C0017356,gngm,"Genes, nef"
C0017359,gngm,"Genes, Overlapping"
C0017361,gngm,"Genes, Recessive"
C0017362,gngm,"Genes, Regulator"
C0017363,gngm,Multigene Family
C0017364,gngm,"Genes, rev"
C0017365,gngm,"Genes, Spliced"
C0017366,gngm,Structural gene
C0017374,gngm,Synthetic Genes
C0017375,gngm,tat Genes
C0017376,gngm,"Genes, Viral"
C0017429,gngm,"Genome, Human"
C0017430,gngm,Genomic Library
C0019722,gngm,HLA Class I Genes
C0022457,gngm,K-ras Oncogene
C0022895,gngm,Lac Operon
C0022959,gngm,LacZ Genes
C0026900,gngm,MYB gene
C0026902,gngm,MYC Family Genes
C0027260,gngm,N-ras Genes
C0029073,gngm,Operon
C0033713,gngm,Proto-Oncogenes
C0033799,gngm,Pseudogenes
C0034677,gngm,"Genes, ras"
C0034678,gngm,ras Oncogene
C0034787,gngm,Angiotensin Receptor
C0035018,gngm,REL gene
C0035899,gngm,Ribosomal RNA Genes
C0035900,gngm,rRNA Operon
C0035903,gngm,rrnB Operon
C0038085,gngm,"Genes, src"
C0039480,gngm,Genetic Template
C0042713,gngm,Viral Envelope Proteins E2
C0042720,gngm,Viral Genome
C0057501,gngm,des-angiotensin I renin substrate
C0058126,gngm,Dihydropyrimidine dehydrogenase
C0059485,gngm,Epstein-Barr virus early antigen
C0063693,gngm,inter-alpha-inhibitor
C0068526,gngm,neoplasm-associated factor
C0072460,gngm,ERBB3 Receptor Protein-Tyrosine Kinase
C0079056,gngm,c-H-ras Genes
C0079068,gngm,c-myc Genes
C0079427,gngm,Tumor Suppressor Genes
C0079428,gngm,tax Genes
C0079429,gngm,"Genes, vif"
C0079431,gngm,"Genes, vpu"
C0079471,gngm,HRAS gene
C0079941,gngm,Open Reading Frames
C0080117,gngm,rev-Responsive Element
C0080279,gngm,abl Oncogene
C0080288,gngm,v-Ha-ras Oncogenes
C0080298,gngm,SRC gene
C0085238,gngm,"Genome, Bacterial"
C0085239,gngm,"Genome, Fungal"
C0085286,gngm,Minor Lymphocyte Stimulatory Loci
C0085940,gngm,c-fos Genes
C0085966,gngm,Carnitine Palmitoyltransferase I
C0086344,gngm,Immune response gene
C0115886,gngm,endodeoxyribonuclease PacI
C0162728,gngm,"Genes, Plant"
C0162729,gngm,"Genes, Insect"
C0162774,gngm,Homologous Sequences
C0162832,gngm,APC gene
C0169533,gngm,platelet-derived growth factor A
C0206256,gngm,"Genes, Immediate-Early"
C0206414,gngm,"Genes, Reporter"
C0206522,gngm,Regulon
C0242303,gngm,Homeo Box Sequence
C0242965,gngm,"Genome, Plant"
C0242982,gngm,c-erbB-1 Proto-Oncogenes
C0242984,gngm,erbB1 Genes
C0243036,gngm,"Genes, erbB"
C0243037,gngm,"Genes, cdc"
C0251113,gngm,CD163 antigen
C0257137,gngm,"PRSS8 protein, human"
C0282536,gngm,src Homology Domains
C0282641,gngm,Transgenes
C0310739,gngm,Fowl laryngotracheitis vaccine
C0311874,gngm,Scopoletin glucosyltransferase
C0312656,gngm,"I region, MHC"
C0314604,gngm,Human gene
C0314605,gngm,Animal gene
C0314606,gngm,Operon gene
C0314608,gngm,Animal structural gene
C0314610,gngm,Animal genome
C0376571,gngm,BRCA1 gene
C0378132,gngm,CTX-M-1
C0379816,gngm,MAP kinase kinase kinase 7
C0379935,gngm,"nsP4 protein, Rotavirus"
C0380093,gngm,LMO2 gene
C0385988,gngm,"EBI3 protein, human"
C0440471,gngm,Genetic Materials
C0440692,gngm,DRB1*1202
C0486954,gngm,"Human immunodeficiency virus, type I protein 24 antigen"
C0524628,gngm,Lac Gene
C0524890,gngm,TRA gene
C0524891,gngm,TRB gene
C0524892,gngm,TRG gene
C0524947,gngm,"Genes, Archaeal"
C0526871,gngm,proMMP-2
C0527721,gngm,"MC4R protein, human"
C0537026,gngm,UGT1A1 gene
C0539906,gngm,"IMP3 protein, human"
C0598467,gngm,chimeric gene
C0598468,gngm,hybrid gene
C0598509,gngm,hormone response element
C0598659,gngm,constant region gene
C0598665,gngm,kappa chain gene
C0598666,gngm,variable region gene
C0599770,gngm,genetic element
C0599776,gngm,RNA library
C0599780,gngm,cis acting element
C0599797,gngm,hla gene
C0599899,gngm,c new
C0600449,gngm,"Genes, Essential"
C0665301,gngm,"KRIT1 protein, human"
C0666850,gngm,"S holin, bacteriophage lambda"
C0670710,gngm,"ORF59 protein, Human herpesvirus 8"
C0671110,gngm,DNA topoisomerase II binding protein
C0673485,gngm,prolactin-like protein G
C0678928,gngm,"Genes, X-Linked"
C0678929,gngm,"Genes, Y-Linked"
C0678933,gngm,Genetic Loci
C0678941,gngm,Gene Mutant
C0682970,gngm,effector domain
C0683222,gngm,dominant allele
C0683223,gngm,recessive allele
C0694890,gngm,RET gene
C0694895,gngm,TSC2 gene
C0694897,gngm,VHL gene
C0718256,gngm,Adagen
C0724584,gngm,"coagulation factor IX, human"
C0751608,gngm,cDNA Library
C0751993,gngm,c-myb Genes
C0752112,gngm,"Genome, Archaeal"
C0757769,gngm,"PLAGL1 protein, human"
C0765946,gngm,Slit homolog 2 protein
C0796518,gngm,NAT2 gene
C0812228,gngm,AKT1 gene
C0812231,gngm,WNT2 gene
C0812235,gngm,RHOB gene
C0812237,gngm,AXL gene
C0812239,gngm,VAV2 gene
C0812260,gngm,NCOA4 gene
C0812269,gngm,SUPT6H gene
C0812270,gngm,ETV3 gene
C0812278,gngm,FAT1 gene
C0812281,gngm,ROS1 gene
C0812284,gngm,RALA gene
C0812285,gngm,PVT1 gene
C0812286,gngm,NFKB2 gene
C0812314,gngm,IRF4 gene
C0812324,gngm,G Protein Gene
C0812325,gngm,Growth Factor Gene
C0812327,gngm,Transcription factor genes
C0812372,gngm,MAS1 gene
C0812379,gngm,SKI gene
C0812385,gngm,BCR gene
C0872147,gngm,DNA Library
C0879290,gngm,MSH2 gene
C0879338,gngm,interleukin-12 gene
C0879389,gngm,MLH1 gene
C0879391,gngm,PMS2 gene
C0887860,gngm,Selfish Genes
C0913423,gngm,methionylglutamic acid
C0915605,gngm,"mu2 protein, Reovirus"
C0919336,gngm,MMP gene
C0919427,gngm,MTHFR gene
C0919453,gngm,cancer-predisposing genes
C0919478,gngm,FGR gene
C0919481,gngm,MAF gene
C0919511,gngm,Growth Factor Receptor Genes
C0919524,gngm,ATM gene
C0919539,gngm,Cyclin-Dependent Kinase Inhibitor Gene
C0919550,gngm,FURIN gene
C0920288,gngm,C-KIT Gene
C0935996,gngm,Signaling Pathway Gene
C0949486,gngm,Metastasis Suppressor Genes
C1100942,gngm,myelin oligodendrocyte glycoprotein (35-55)
C1134711,gngm,NQO
C1136157,gngm,Mono(ADP-Ribose) Transferases
C1136352,gngm,Genetic Structures
C1136365,gngm,Gene Components
C1136366,gngm,Genome Components
C1143121,gngm,"ERAP1 protein, human"
C1257902,gngm,Jumping Genes
C1270495,gngm,TMA specific immunoglobulin E
C1308023,gngm,"UBE2C protein, human"
C1308140,gngm,"TRAPPC10 protein, human"
C1310515,gngm,"ATP6AP2 protein, human"
C1312695,gngm,"FABP5 protein, human"
C1313661,gngm,"UBB protein, human"
C1313689,gngm,"APLNR protein, human"
C1314855,gngm,tumor protein D52-like 1
C1327771,gngm,REEP5 gene
C1328027,gngm,SULT gene
C1328912,gngm,immunoglobulin light chain locus
C1329979,gngm,Anthrax Vaccine Adsorbed
C1332018,gngm,ADAMTS1 gene
C1332075,gngm,ALCAM gene
C1332110,gngm,ARHGEF1 gene
C1332114,gngm,MANF gene
C1332116,gngm,ARNT gene
C1332122,gngm,AVPR1A gene
C1332125,gngm,AXIN1 gene
C1332126,gngm,AXIN2 gene
C1332163,gngm,Adaptor Signaling Protein Gene
C1332371,gngm,BAG1 gene
C1332373,gngm,BAG5 gene
C1332399,gngm,BCL6 gene
C1332416,gngm,BIRC5 gene
C1332422,gngm,BMP10 gene
C1332425,gngm,BMP3 gene
C1332426,gngm,BMP5 gene
C1332431,gngm,BMPR2 gene
C1332449,gngm,BRF2 gene
C1332455,gngm,BUB1 gene
C1332660,gngm,CAMLG gene
C1332661,gngm,CASP10 gene
C1332679,gngm,CCL15 gene
C1332712,gngm,CD44 gene
C1332713,gngm,CD47 gene
C1332719,gngm,CDC25A gene
C1332728,gngm,CDH13 gene
C1332735,gngm,CDK5 gene
C1332737,gngm,CDKN1B gene
C1332745,gngm,CEACAM7 gene
C1332763,gngm,CKB gene
C1332789,gngm,CSF1 gene
C1332790,gngm,CSF2RB gene
C1332801,gngm,CTF1 gene
C1332803,gngm,CTNNB1 gene
C1332805,gngm,CTSD gene
C1332807,gngm,CTSL gene
C1332810,gngm,CUL2 gene
C1332826,gngm,CYP1A2 gene
C1332830,gngm,CYP2D6 gene
C1332838,gngm,Candidate Disease Gene
C1332858,gngm,Caspase Gene
C1332924,gngm,Chaperone Gene
C1332927,gngm,Chemokine Receptor Gene
C1333075,gngm,Coagulation Factor Gene
C1333079,gngm,Collagen Gene
C1333135,gngm,Complement Component Gene
C1333196,gngm,Cytokine Gene
C1333197,gngm,Cytokine Receptor Gene
C1333200,gngm,Cytoskeletal Gene
C1333202,gngm,DAB2 gene
C1333218,gngm,DICER1 gene
C1333221,gngm,DLEU1 gene
C1333227,gngm,DMBT1 gene
C1333237,gngm,DNA Repair Gene
C1333247,gngm,DR1 gene
C1333254,gngm,DRD4 gene
C1333329,gngm,EDN2 gene
C1333355,gngm,ERCC1 gene
C1333362,gngm,ETV4 gene
C1333365,gngm,EXO1 gene
C1333398,gngm,Endoribonuclease Gene
C1333402,gngm,Enzyme Gene
C1333527,gngm,FABP4 gene
C1333532,gngm,FANCG gene
C1333533,gngm,FBXW7 gene
C1333535,gngm,FGF10 gene
C1333539,gngm,FGF8 gene
C1333609,gngm,Fibroblast Growth Factor Receptor Family Gene
C1333652,gngm,G6PD gene
C1333663,gngm,GATA1 gene
C1333664,gngm,GCG gene
C1333677,gngm,GIT2 gene
C1333678,gngm,GLMN gene
C1333684,gngm,GNA12 gene
C1333693,gngm,GPR32 gene
C1333715,gngm,GSTT1 gene
C1333718,gngm,GTF2B gene
C1333722,gngm,GTF2F2 gene
C1333729,gngm,GTPase Gene
C1333828,gngm,Glycosyltransferase Gene
C1333893,gngm,HDAC4 gene
C1333897,gngm,HIF1A gene
C1333925,gngm,HRK gene
C1333935,gngm,HYOU1 gene
C1333949,gngm,Helicase Gene
C1334043,gngm,Homologous Gene
C1334074,gngm,ICAM1 gene
C1334083,gngm,IFNGR1 gene
C1334084,gngm,IFNGR2 gene
C1334086,gngm,IFNW1 gene
C1334087,gngm,IGBP1 gene
C1334106,gngm,IL16 gene
C1334110,gngm,IL19 gene
C1334114,gngm,IL2RA gene
C1334123,gngm,IL7R gene
C1334128,gngm,ILK gene
C1334129,gngm,ING1 gene
C1334138,gngm,IRF2 gene
C1334144,gngm,ITGAL gene
C1334147,gngm,ITGB4 gene
C1334306,gngm,KDR gene
C1334324,gngm,Kinase Family Gene
C1334332,gngm,LCP1 gene
C1334339,gngm,LIFR gene
C1334350,gngm,LTB4R gene
C1334396,gngm,Ligand Binding Protein Gene
C1334397,gngm,Ligase Gene
C1334435,gngm,Luc Gene
C1334468,gngm,SMAD2 gene
