cui,type,name
C0000735,neop,Abdominal Neoplasms
C0001418,neop,Adenocarcinoma
C0001430,neop,Adenoma
C0001618,neop,Tumors of Adrenal Cortex
C0001624,neop,Adrenal Gland Neoplasms
C0001815,neop,Primary Myelofibrosis
C0002793,neop,Anaplasia
C0004114,neop,Astrocytoma
C0004421,neop,Avian Leukosis
C0004426,neop,"Sarcoma, Avian"
C0004565,neop,"Melanoma, B16"
C0004779,neop,Basal Cell Nevus Syndrome
C0005001,neop,Benign prostatic hypertrophy
C0005684,neop,Malignant neoplasm of urinary bladder
C0005695,neop,Bladder Neoplasm
C0005967,neop,Bone neoplasms
C0006118,neop,Brain Neoplasms
C0006142,neop,Malignant neoplasm of breast
C0006413,neop,Burkitt Lymphoma
C0006826,neop,Malignant Neoplasms
C0007097,neop,Carcinoma
C0007099,neop,Carcinoma in Situ
C0007102,neop,Malignant tumor of colon
C0007103,neop,Malignant neoplasm of endometrium
C0007107,neop,Malignant neoplasm of larynx
C0007113,neop,Rectal Carcinoma
C0007114,neop,Malignant neoplasm of skin
C0007115,neop,Malignant neoplasm of thyroid
C0007117,neop,Basal cell carcinoma
C0007118,neop,"Carcinoma, Basosquamous"
C0007120,neop,Bronchioloalveolar Adenocarcinoma
C0007121,neop,Bronchogenic Carcinoma
C0007124,neop,Noninfiltrating Intraductal Carcinoma
C0007129,neop,Merkel cell carcinoma
C0007130,neop,Mucinous Adenocarcinoma
C0007131,neop,Non-Small Cell Lung Carcinoma
C0007133,neop,"Carcinoma, Papillary"
C0007134,neop,Renal Cell Carcinoma
C0007135,neop,"Adenocarcinoma, Scirrhous"
C0007137,neop,Squamous cell carcinoma
C0007138,neop,"Carcinoma, Transitional Cell"
C0007621,neop,Neoplastic Cell Transformation
C0007847,neop,Malignant tumor of cervix
C0007873,neop,Uterine Cervical Neoplasm
C0008497,neop,Choriocarcinoma
C0009375,neop,Colonic Neoplasms
C0009402,neop,Colorectal Carcinoma
C0009404,neop,Colorectal Neoplasms
C0010606,neop,Adenoid Cystic Carcinoma
C0010633,neop,Cystadenoma
C0013377,neop,Dysgerminoma
C0014132,neop,Endocrine Gland Neoplasms
C0014170,neop,Endometrial Neoplasms
C0014522,neop,Epidermodysplasia Verruciformis
C0014859,neop,Esophageal Neoplasms
C0015414,neop,Eye Neoplasms
C0015461,neop,Facial Neoplasms
C0016045,neop,fibroma
C0016048,neop,Fibromatosis
C0016057,neop,Fibrosarcoma
C0017075,neop,Ganglioneuroma
C0017150,neop,Gastrinoma
C0017185,neop,Gastrointestinal Neoplasms
C0017636,neop,Glioblastoma
C0017638,neop,Glioma
C0018671,neop,Head and Neck Neoplasms
C0018916,neop,Hemangioma
C0018920,neop,"Hemangioma, Cavernous"
C0018923,neop,Hemangiosarcoma
C0019829,neop,Hodgkin Disease
C0020217,neop,Hydatidiform Mole
C0021367,neop,Mammary Ductal Carcinoma
C0021670,neop,insulinoma
C0021841,neop,Intestinal Neoplasms
C0022602,neop,Actinic keratosis
C0022665,neop,Kidney Neoplasm
C0023267,neop,Fibroid Tumor
C0023269,neop,leiomyosarcoma
C0023418,neop,leukemia
C0023420,neop,Leukemia L1210
C0023434,neop,Chronic Lymphocytic Leukemia
C0023440,neop,Acute Erythroblastic Leukemia
C0023443,neop,Hairy Cell Leukemia
C0023448,neop,Lymphoid leukemia
C0023449,neop,Acute lymphocytic leukemia
C0023452,neop,Childhood Acute Lymphoblastic Leukemia
C0023465,neop,Acute monocytic leukemia
C0023467,neop,"Leukemia, Myelocytic, Acute"
C0023470,neop,Myeloid Leukemia
C0023473,neop,"Myeloid Leukemia, Chronic"
C0023484,neop,"Leukemia, Plasma Cell"
C0023485,neop,Precursor B-Cell Lymphoblastic Leukemia-Lymphoma
C0023486,neop,Prolymphocytic Leukemia
C0023487,neop,Acute Promyelocytic Leukemia
C0023488,neop,"Leukemia, Radiation-Induced"
C0023492,neop,"Leukemia, T-Cell"
C0023493,neop,Adult T-Cell Lymphoma/Leukemia
C0023494,neop,"Leukemia, T-Cell, Chronic"
C0023531,neop,Leukoplakia
C0023532,neop,"Leukoplakia, Oral"
C0023798,neop,Lipoma
C0023804,neop,"Lipomatosis, Multiple Symmetrical"
C0023827,neop,liposarcoma
C0023903,neop,Liver neoplasms
C0024121,neop,Lung Neoplasms
C0024224,neop,lymphangiosarcoma
C0024299,neop,Lymphoma
C0024301,neop,"Lymphoma, Follicular"
C0024302,neop,Reticulosarcoma
C0024305,neop,"Lymphoma, Non-Hodgkin"
C0024307,neop,Lymphomatoid Granulomatosis
C0024314,neop,Lymphoproliferative Disorders
C0024419,neop,Waldenstrom Macroglobulinemia
C0024620,neop,Primary Malignant Liver Neoplasm
C0024623,neop,Malignant neoplasm of stomach
C0024667,neop,Animal Mammary Neoplasms
C0024793,neop,Marek Disease
C0025149,neop,Medulloblastoma
C0025202,neop,melanoma
